"Installing themes on Multisite can only be done from the Network Admin section.","In einem Netzwerk können neue Themes nur in der Netzwerkverwaltung installiert werden."
"If you would like to see more themes to choose from, click on the &#8220;Install Themes&#8221; tab and you will be able to browse or search for additional themes from the <a href=\"%s\" target=\"_blank\">WordPress.org Theme Directory</a>. Themes in the WordPress.org Theme Directory are designed and developed by third parties, and are compatible with the license WordPress uses. Oh, and they&#8217;re free!","Falls du weitere Themes installieren möchtest, kannst du auf den Registerreiter <em>Themes installieren</em> klicken, um Themes im <a href=\"%s\" target=\"_blank\">WordPress.org-Themeverzeichnis</a> zu suchen. Alle Themes dieses Verzeichnisses können kostenlos installiert und verwendet werden."
"Adding Themes","Themes hinzufügen"
"Click on the \"Live Preview\" link under any theme to preview that theme and change theme options in a separate, full-screen view. Any installed theme can be previewed and customized in this way.","Klicke auf den Link „Live Vorschau“ unter jeden Theme, um eine Vorschau des Themes zu öffnen. In eine separierten Fenster können dort Einstellungen getätigt werden. Jedes installierte Theme kann auf diese Weise angepasst werden."
"The theme being previewed is fully interactive &mdash; navigate to different pages to see how the theme handles posts, archives, and other page templates.","Die Theme Vorschau ist voll interaktiv &mdash; navigiere zu den unterschiedlichen Seiten und siehe wie das Theme Beiträge, Archive oder andere Seitentemplates anzeigt."
"In the left-hand pane you can edit the theme settings. The settings will differ, depending on what theme features the theme being previewed supports. To accept the new settings and activate the theme all in one step, click the \"Save &amp; Activate\" button at the top of the left-hand pane.","In der linken Leiste kannst du die Theme-Einstellungen vornehmen. Die Einstellungen können voneinander abweichen, je nach dem welche Themeeigenschaften in der Themevorschau unterstützt werden. Um die getroffenen Einstellungen anzunehmen und zu aktivieren in Einem, einfach den \"Speichern &amp; Aktivieren\" Button in der linken Leiste klicken."
"When previewing on smaller monitors, you can use the \"Collapse\" icon at the bottom of the left-hand pane. This will hide the pane, giving you more room to preview your site in the new theme. To bring the pane back, click on the Collapse icon again.","Solltest du auf einem kleinen Monitor die Vorschau verwenden, kannst du mit dem \"zuklappen\" Icon am unteren Ende der linken Leiste diese ausblenden. Dies gibt dir mehr Raum für die Vorschau des neuen Theme. Um die Leiste wieder einzublenden, klicke erneut auf das Icon."
"Previewing and Customizing","Vorschau und Anpassen"
"The active theme is broken. Reverting to the default theme.","Das aktuelle Theme ist fehlerhaft. Das Standardtheme wurde aktiviert."
"Settings saved and theme activated. <a href=\"%s\">Visit site</a>","Einstellungen gespeichert und Theme aktiviert. <a href=\"%s\">Besuche Seite</a>"
"New theme activated. <a href=\"%s\">Visit site</a>","Neues Theme aktiviert. <a href=\"%s\">Startseite ansehen</a>."
"Theme deleted.","Theme gelöscht."
"Current theme preview","Vorschau des aktuellen Theme"
"Current Theme","Aktuelles Theme"
"Options:","Optionen:"
"Available Themes","Verfügbare Themes"
"Search Installed Themes","Suche installierte Themes"
"Theme filters","Themes filtern"
"Apply Filters","Filter anwenden"
"Close filters","Filter entfernen"
"Broken Themes","Beschädigte Themes"
"The following themes are installed but incomplete. Themes must have a stylesheet and a template.","Die folgenden Themes sind installiert, aber nicht vollständig. Themes müssen ein Stylesheet und ein Template haben."
"Categories have hierarchy, meaning that you can nest sub-categories. Tags do not have hierarchy and cannot be nested. Sometimes people start out using one on their posts, then later realize that the other would work better for their content.","Kategorien sind hierarchisch, das bedeutet, du kannst Sub-Kategorien anlegen. Tags sind nicht hierarchisch und können nicht untergeordnet werden. "
"The Categories and Tags Converter link on this screen will take you to the Import screen, where that Converter is one of the plugins you can install. Once that plugin is installed, the Activate Plugin &amp; Run Importer link will take you to a screen where you can choose to convert tags into categories or vice versa.","Wenn du auf den Link des Kategorie- und Schlagwort-Konverters klickst, wirst du auf eine Seite geleitet, auf welcher du den Konverter als Plugin installieren kannst. Sobald der Konverter als Plugin installiert wurde, kannst du ihn benutzen, indem du auf dieser Seite erneut auf den Link des Konverters klickst. Anschließend kannst du Kategorien in Schlagwörter umwandeln (oder umgekehrt)."
"<a href=\"http://codex.wordpress.org/Tools_Screen\" target=\"_blank\">Documentation on Tools</a>","<a href=\"http://codex.wordpress.org/Tools_Screen\" target=\"_blank\">Documentation on Tools (engl.)</a>"
"If you want to convert your categories to tags (or vice versa), use the <a href=\"%s\">Categories and Tags Converter</a> available from the Import screen.","Wenn Du deine Kategorien in Schlagworte umwandeln willst (oder umgekehrt), benutze den <a href=\"%s\">Kategorie-in-Schlagwort-Konverter</a> der unter Werkzeuge &#8594; Daten importieren verfügbar ist."
"You do not have sufficient permissions to update this site.","Du hast nicht die erforderlichen Rechte, um diese Seite zu aktualisieren."
"You are using a development version of WordPress. You can update to the latest nightly build automatically or download the nightly build and install it manually:","Du benutzt eine Entwickler-Version von WordPress. Du kannst automatisch auf den aktuellsten Nightly-Build aktualisieren oder den Nightly-Build herunterladen und manuell installieren:"
"Download nightly build","Nightly Build herunterladen"
"You have the latest version of WordPress. You do not need to update. However, if you want to re-install version %s, you can do so automatically or download the package and re-install manually:","Du nutzt die aktuellste Version von WordPress. Eine Aktualisierung ist nicht notwendig. Falls du die Version %s trotzdem erneut installieren möchtest, kannst du das automatisch geschehen lassen oder du lädst sie runter und installierst sie manuell. Die Beiträge, Seiten und Einstellungen gehen hierbei nicht verloren."
"Re-install Now","Erneut installieren"
"You cannot update because <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> requires PHP version %s or higher and MySQL version %s or higher. You are running PHP version %s and MySQL version %s.","Du kannst nicht aktualisieren, da <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> mindestens die PHP-Version %s und die MySQL-Version %s voraussetzt. Du verwendest die PHP-Version %s und die MySQL-Version %s."
"You cannot update because <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> requires PHP version %s or higher. You are running version %s.","Du kannst nicht aktualisieren, da <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> mindestens die PHP-Version %s voraussetzt. Du verwendest die Version %s."
"You cannot update because <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> requires MySQL version %s or higher. You are running version %s.","Du kannst nicht aktualisieren, da <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> mindestens die MySQL-Version %s voraussetzt. Du verwendest die Version %s."
"You can update to <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> automatically or download the package and install it manually:","Du kannst automatisch auf <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> aktualisieren oder das Paket herunterladen und manuell installieren:"
"Download %s","%s herunterladen"
"Hide this update","Dieses Update ausblenden"
"Bring back this update","Dieses Update wiederbringen"
"This localized version contains both the translation and various other localization fixes. You can skip upgrading if you want to keep your current translation.","Die lokalisierte Version beinhaltet beides, die Übersetzung und verschiedenene andere Lokalisationsanpassungen. Du kannst die Aktualisierung abbrechen, wenn du deine momentane Übersetzung beibehalten möchtest."
"You are about to install WordPress %s <strong>in English (US).</strong> There is a chance this update will break your translation. You may prefer to wait for the localized version to be released.","Du bist dabei, WordPress %s in <strong>englisch (US)</strong> zu installieren. Es kann sein, dass die Aktualisierung deine Installation beschädigt. Außerdem solltest du vielleicht warten, bis eine übersetzte Version erschienen ist."
"Show hidden updates","Versteckte Updates anzeigen"
"Hide hidden updates","Versteckte Updates ausblenden"
"You have the latest version of WordPress.","Du benutzt die aktuelle Version von WordPress."
"<strong>Important:</strong> before updating, please <a href=\"http://codex.wordpress.org/WordPress_Backups\">back up your database and files</a>. For help with updates, visit the <a href=\"http://codex.wordpress.org/Updating_WordPress\">Updating WordPress</a> Codex page.","<strong>Wichtig</strong>: Ehe du das Update durchführst, lege unbedingt eine Sicherheitskopie deiner Datenbank und der Dateien an!\nEine Anleitung findest du im <a href=\"http://codex.wordpress.org/WordPress_Backups\">offiziellen Codex (engl.)</a> und in den <a href=\"http://faq.wpde.org/backup-von-wordpress-erstellen/\">WordPress Deutschland FAQ</a>. Weitere Informationen zum Update von WordPress erhältst du auf der Seite <a href=\"http://codex.wordpress.org/Updating_WordPress\">Updating WordPress (engl.)</a>."
"An updated version of WordPress is available.","Es ist eine neue Version von WordPress verfügbar."
"While your site is being updated, it will be in maintenance mode. As soon as your updates are complete, your site will return to normal.","Deine Website wird während des Aktualisierungsprozesses in einen Wartungsmodus geschaltet. Sobald die Aktualisierung abgeschlossen ist, kann die Website wieder normal genutzt werden."
"<a href=\"%s\">Learn more about WordPress %s</a>.","<a href=\"%s\">Erfahre mehr über WordPress %s</a>."
"Your plugins are all up to date.","Alle Plugins sind auf dem neuesten Stand."
"The following plugins have new versions available. Check the ones you want to update and then click &#8220;Update Plugins&#8221;.","Für die folgenden Plugins sind neue Versionen verfügbar. Markiere diejenigen, die du aktualisieren möchtest und klicke auf &#8220;Plugins aktualisieren&#8221;."
"Compatibility with WordPress %s: 100%s% (according to its author)","Kompatibilität mit WordPress %s: 100%s% (laut dem Autor)"
"Compatibility with WordPress %s: %s2$d%s% (%s3$d \"works\" votes out of %s4$d total)","Kompatibilität mit WordPress %s: %s2$d%s% (%s3$d \"funktioniert\" Stimmen von insgesamt %s4$d)"
"Compatibility with WordPress %s: Unknown","Kompatibilität mit WordPress %s: unbekannt"
"View version %s details","Zeige Details von Version %s"
"You have version %s installed. Update to %s.","Du hast Version %s installiert. Aktualisiere auf Version %s."
"Your themes are all up to date.","Alle Themes sind auf dem neuesten Stand."
"The following themes have new versions available. Check the ones you want to update and then click &#8220;Update Themes&#8221;.","Für die folgenden Themes liegen Aktualisierungen vor. Markiere diejenigen, die du aktualisieren möchtest und klicke auf &#8220;Themes aktualisieren&#8221;."
"<strong>Please Note:</strong> Any customizations you have made to theme files will be lost. Please consider using <a href=\"%s\">child themes</a> for modifications.","<strong>Beachte bitte:</strong> Alle Anpassungen die du am Theme vorgenommen hast, werden verloren gehen. Ziehe in Erwägung, <a href=\"%s\">Ergänzungs-Themes</a> (Child Themes) zu nutzen, um Modifikationen vorzunehmen."
"Update Themes","Themes aktualisieren"
"Update WordPress","WordPress Aktualisieren"
"Installation Failed","Die Installation ging schief"
"WordPress Updates","WordPress-Aktualisierungen"
"This screen lets you update to the latest version of WordPress as well as update your themes and plugins from the WordPress.org repository. When updates are available, the number of available updates will appear in a bubble on the left hand menu as a notification.","Auf dieser Seite kannst du sowohl deine WordPress Installation, als auch deine verwendeten Themes und Plugins aus dem WordPress.org Plugin- oder Themeverzeichnis aktualisieren lassen. Wenn neue Aktualisierungen (Updates) verfügbar sind, erscheint im Menü auf der linken Seite eine entsprechende Benachrichtigung die anzeigt, wieviele neue Updates verfügbar sind."
"It is very important to keep your WordPress installation up to date for security reasons, so when you see a number appear, make sure you take the time to update, which is an easy process.","Es ist aus Sicherheitsgründen sehr wichtig, WordPress, Themes und Plugins aktuell zu halten, also solltest du mit einem Update nicht unbedingt zögern."
"How to Update","Wie aktualisiere ich WordPress?"
"Updating your WordPress installation is a simple one-click procedure; just click on the Update button when it says a new version is available.","Deine WordPress Installation zu aktualisieren ist ein sehr simpler Vorgang – klicke einfach die Schaltfläche \"Automatisch aktualisieren\", wenn du angezeigt bekommst, dass eine neue WordPress Version verfügbar ist."
"To update themes or plugins from this screen, use the checkboxes to make your selection and click on the appropriate Update button. Check the box at the top of the Themes or Plugins section to select all and update them all at once.","Um Themes oder Plugin über diese Seite zu aktualisieren, musst du deine Auswahl treffen und dann die entsprechende Schaltfläche zum aktualisieren anklicken. Du kannst durch markieren der Checkbox \"Alle auswählen\" auch alle Themes oder Plugins auf einmal aktualisieren."
"<a href=\"http://codex.wordpress.org/Dashboard_Updates_Screen\" target=\"_blank\">Documentation on Updating WordPress</a>","<a href=\"http://codex.wordpress.org/Dashboard_Updates_Screen\" target=\"_blank\">Documentation on Updating WordPress (engl.)</a><br />\n<a href=\"http://doku.wpde.org/Upgrade\" target=\"_blank\">WordPress manuell aktualisieren</a>"
"Please select one or more themes to update.","Bitte wähle ein oder mehrere Themes, die aktualisiert werden sollen."
"Please select one or more plugins to update.","Bitte wähle ein oder mehrere Plugins, die aktualisiert werden sollen."
"Last checked on %s at %s.","Zuletzt geprüft am %s um %s."
"Check Again","Erneut prüfen"
"You do not have sufficient permissions to update plugins for this site.","Du hast nicht die erforderlichen Rechte, um Plugins für diese Seite zu aktualisieren. "
"Plugin Reactivation","Pluginreaktivierung"
"Plugin reactivated successfully.","Das Plugin wurde erfolgreich reaktiviert."
"Plugin failed to reactivate due to a fatal error.","Das Plugin konnte aufgrund eines fatalen Fehlers nicht reaktiviert werden."
"Installing Plugin: %s","Installiere Plugin: %s"
"Upload Plugin","Plugin hochladen"
"Installing Plugin from uploaded file: %s","Installiere Plugin aus Datei: %s"
"You do not have sufficient permissions to update themes for this site.","Du hast nicht die erforderlichen Rechte, um Themes für diese Seite zu aktualisieren."
"Installing Theme: %s","Installiere Theme: %s"
"Upload Theme","Theme hochladen"
"Installing Theme from uploaded file: %s","Installiere Theme aus Datei: %s"
"No Update Required","Keine Aktualisierung notwendig"
"Your WordPress database is already up-to-date!","Deine WordPress-Datenbank ist aktuell!"
"Database Update Required","Es ist eine Aktualisierung der Datenbank notwendig"
"WordPress has been updated! Before we send you on your way, we have to update your database to the newest version.","WordPress wurde aktualisiert! Ehe du dich drauf stürzen kannst, müssen wir nur noch deine Datenbank auf die neueste Version bringen."
"The update process may take a little while, so please be patient.","Der Updateprozess beginnt. Dies kann eine Weile dauern, hab bitte etwas Geduld."
"Update WordPress Database","WordPress-Datenbank aktualisieren"
"Update Complete","Aktualisierung erfolgreich"
"Your WordPress database has been successfully updated!","Deine WordPress-Datenbank wurde erfolgreich aktualisiert."
"%s queries","%s Abfragen"
"%s seconds","%s Sekunden"
"You are not allowed to scan for lost attachments.","Du darfst nicht nach verloren gegangenen Anhängen suchen."
"You are not allowed to move this post to the trash.","Es ist dir nicht erlaubt diesen Beitrag in den Papierkorb zu legen."
"Error in moving to trash...","Beim Ablegen in den Papierkorb ist ein Fehler aufgetreten …"
"You are not allowed to move this post out of the trash.","Du verfügst nicht über ausreichende Rechte, um diesen Beitrag aus dem Papierkorb zu nehmen."
"Error in restoring from trash...","Beim Wiederherstellen aus dem Papierkorb ist ein Fehler aufgetreten …"
"You are not allowed to delete this post.","Du darfst diesen Beitrag nicht löschen."
"Media items","Medienelemente (Dateien)"
"All the files you&#8217;ve uploaded are listed in the Media Library, with the most recent uploads listed first. You can use the Screen Options tab to customize the display of this screen.","Alle über die Oberfläche von WordPress hochgeladenen Dateien werden in der Mediathek angezeigt. Standardmäßig werden die zuletzt hochgeladenen Dateien zuerst angezeigt. Nutze <em>Optionen</em> um diese Seite für dich anzupassen."
"You can narrow the list by file type/status using the text link filters at the top of the screen. You also can refine the list by date using the dropdown menu above the media table.","Du kannst die Auswahl einschränken, in dem du auf die Links über der Tabelle klickst oder zum Beispiel nach einem bestimmten Datum suchst."
"Hovering over a row reveals action links: Edit, Delete Permanently, and View. Clicking Edit or on the media file&#8217;s name displays a simple screen to edit that individual file&#8217;s metadata. Clicking Delete Permanently will delete the file from the media library (as well as from any posts to which it is currently attached). View will take you to the display page for that file.","Wenn du mit der Maus über eine Datei in der Liste fährst, werden zusätzliche Optionen angezeigt:\n\n<em>Bearbeiten</em>, <em>endgültig löschen</em> und <em>Ansehen</em>.\n\nBeim Klick auf <em>Bearbeiten</em> werden die Metadaten der Datei angezeigt und können auch bearbeitet werden. Ein Klick auf <em>Endgültig löschen</em>, löscht eine Datei aus der Mediathek und allen Beiträgen, in der sie verwendet wurde. <em>Ansehen</em> öffnet eine Seite auf welcher die Datei angezeigt wird."
"Attaching Files","Dateien anhängen"
"If a media file has not been attached to any post, you will see that in the Attached To column, and can click on Attach File to launch a small popup that will allow you to search for a post and attach the file.","Falls eine Datei in keinem Beitrag oder Seite verwendet wird, so wird dies in der Spalte <em>Verwendet in</em> kenntlich gemacht. Mit einem Klick auf <em>Verknüpfen</em> kannst du Beiträge oder Seiten suchen, mit denen du die Datei verknüpfen möchtest."
"<a href=\"http://codex.wordpress.org/Media_Library_Screen\" target=\"_blank\">Documentation on Media Library</a>","<a href=\"http://codex.wordpress.org/Media_Library_Screen\" target=\"_blank\">Documentation on Media Library (engl.)</a>"
"Reattached %d attachment.","%d Anhang wieder verknüpft"
"Reattached %d attachments.","%d Anhänge wieder verknüpft"
"Media attachment permanently deleted.","Der Medienanhang wurde endgültig gelöscht."
"%d media attachments permanently deleted.","%d Medienanhänge wurden endgültig gelöscht."
"Media attachment moved to the trash.","Die Mediendatei wurde in den Papierkorb gelegt."
"%d media attachments moved to the trash.","%d Mediendateien wurden in den Papierkorb gelegt."
"Media attachment restored from the trash.","Der Medienanhang wurde aus dem Papierkorb geholt."
"%d media attachments restored from the trash.","%d Medienanhänge wurde aus dem Papierkorb geholt."
"Media permanently deleted.","Die Mediendatei wurde endgültig gelöscht."
"Error saving media attachment.","Fehler beim Speichern des Mediaanhangs."
"Media moved to the trash.","Die Mediendatei wurde in den Papierkorb gelegt."
"Media restored from the trash.","Die Mediendatei wurde aus dem Papierkorb geholt."
"Edit User","Benutzer bearbeiten"
"Your profile contains information about you (your &#8220;account&#8221;) as well as some personal options related to using WordPress.","Dein Profil enthält die Informationen deines Benutzerkontos und ein paar persönliche Einstellungen für die Benutzung von WordPress."
"You can change your password, turn on keyboard shortcuts, change the color scheme of your WordPress administration screens, and turn off the WYSIWYG (Visual) editor, among other things. You can hide the Toolbar (formerly called the Admin Bar) from the front end of your site, however it cannot be disabled on the admin screens.","Du kannst unter anderem dein Passwort ändern, Tastaturkürzel für die Kommentarmoderation aktivieren, das Farbschema verwalten oder den visuellen Editor deaktivieren.\nDu kannst auch in der Seitenansicht die Werkzeugleiste (vorher Adminleiste genannt) für dich ein- oder ausblenden."
"Your username cannot be changed, but you can use other fields to enter your real name or a nickname, and change which name to display on your posts.","Der Benutzername kann nicht geändert werden, jedoch können die anderen Felder ausgefüllt und anschließend ausgewählt werden, welcher Name (Benutzername, Realname, Spitzname) öffentlich – zum Beispiel in Beiträgen– angezeigt werden soll."
"Required fields are indicated; the rest are optional. Profile information will only be displayed if your theme is set up to do so.","Obligatorisch auszufüllende Eingabefelder werden als solche markiert. Die Eingaben unter \"Kontaktinfo\" oder \"Über dich\" werden nur angezeigt, falls das verwendete Theme entsprechend eingerichtet ist. Für gewöhnlich ist das nicht der Fall."
"Remember to click the Update Profile button when you are finished.","Vergiss nicht, zum Schluss auf die Schaltfläche \"Profil aktualisieren\" zu klicken."
"<a href=\"http://codex.wordpress.org/Users_Your_Profile_Screen\" target=\"_blank\">Documentation on User Profiles</a>","<a href=\"http://codex.wordpress.org/Users_Your_Profile_Screen\" target=\"_blank\">Documentation on User Profiles (engl.)</a>"
"Use https","Benutze https"
"Always use https when visiting the admin","Nutze immer https, wenn du den Adminbereich aufrufst"
"You do not have permission to edit this user.","Du hast nicht die erforderlichen Rechte, um diesen Benutzer zu bearbeiten."
"Important:","Wichtig:"
"This user has super admin privileges.","Dieser Benutzer hat Superadministrator-Privilegien."
"Profile updated.","Profil aktualisiert."
"User updated.","Benutzer aktualisiert."
"&larr; Back to Users","&larr; Zurück zu Benutzer"
"Add Existing","Bestehenden hinzufügen"
"Personal Options","Persönliche Optionen"
"Visual Editor","Visueller Editor"
"Disable the visual editor when writing","Beim Schreiben den WYSIWYG-Editor nicht benutzen"
"Keyboard Shortcuts","Tastaturkürzel"
"Enable keyboard shortcuts for comment moderation.","Tastaturkürzel für die Kommentarmoderation aktivieren."
"<a href=\"http://codex.wordpress.org/Keyboard_Shortcuts\" target=\"_blank\">More information</a>","<a href=\"http://codex.wordpress.org/Keyboard_Shortcuts\" target=\"_blank\">More information (engl.)</a>"
"Show Toolbar when viewing site","Werkzeugleiste für mich auf der Website anzeigen"
"Usernames cannot be changed.","Benutzernamen können nicht geändert werden."
"&mdash; No role for this site &mdash;","&mdash; Keine Benutzerrolle für diese Seite &mdash;"
"Grant this user super admin privileges for the Network.","Mache diesen Nutzer zum seitenübergreifenden Administrator für das gesamte Netzwerk."
"Super admin privileges cannot be removed because this user has the network admin email.","Diesem Benutzer können nicht die Rechte als seitenübergreifenden Administrator entzogen werden, da dieser Benutzer als E-Mail-Adresse die der Netzwerkverwaltung hat."
"First Name","Vorname"
"Last Name","Nachname"
"Nickname","Spitzname"
"Display name publicly as","Öffentlicher Name"
"Contact Info","Kontaktinfo"
"There is a pending change of your e-mail to <code>%s</code>. <a href=\"%s\">Cancel</a>","Es gibt eine ausstehende Änderung deiner E-Mail-Adresse zu <code>%s</code>. <a href=\"%s\">Abbrechen</a>"
"About Yourself","Über Dich"
"About the user","Über den Benutzer"
"Biographical Info","Biographische Angaben"
"Share a little biographical information to fill out your profile. This may be shown publicly.","Sag der Welt, wer du bist. Das, was du hier hinein schreibst, wird dann später für alle anderen Benutzer dieser Seite sichtbar sein."
"New Password","Neues Passwort"
"If you would like to change the password type a new one. Otherwise leave this blank.","Wenn du das Passwort ändern möchtest, trage hier ein Neues ein. Ansonsten kannst du die Felder leer lassen."
"Type your new password again.","Gib dein neues Passwort nochmals ein."
"Additional Capabilities","Zusätzliche Befugnisse"
"Update Profile","Profil aktualisieren"
"Update User","Benutzer aktualisieren"
"Hi,\nYou've been invited to join '%s' at\n%s with the role of %s.\nIf you do not want to join this site please ignore\nthis email. This invitation will expire in a few days.\n\nPlease click the following link to activate your user account:\n%s%s","Hallo,\nDu wurdest eingeladen '%s' beizutreten auf\n%s mit der Rolle %s.\nWenn Du diesem Blog nicht beitreten willst, ignoriere\ndiese E-Mail. Diese Einladung wird in wenigen Tagen verfallen.\n\nBitte klicke auf den folgenden Link um deinen Benutzeraccount zu aktivieren:\n%s%s"
"[%s] Your site invite","[%s] Deine Einladung"
"Hi,\n\nYou've been invited to join '%s' at\n%s with the role of %s.\n\nPlease click the following link to confirm the invite:\n%s","Hallo,\n\ndu wurdest eingeladen, %s (%s) als %s beizutreten.\nBitte klicke auf den folgenden Link, um die Einladung zu bestätigen:\n%s"
"[%s] Joining confirmation","[%s] Beitritt bestätigen"
"To add a new user to your site, fill in the form on this screen and click the Add New User button at the bottom.","Um einen neuen Benutzer zu deiner Seite hinzuzufügen, fülle das Formular auf dieser Seite aus, und klicke unten auf Neuen Benutzer hinzufügen."
"Because this is a multisite installation, you may add accounts that already exist on the Network by specifying a username or email, and defining a role. For more options, such as specifying a password, you have to be a Network Administrator and use the hover link under an existing user&#8217;s name to Edit the user profile under Network Admin > All Users.","Da dies eine Netzwerk-Installation (Multisite) ist, kannst du anderen Seiten dieses Netzwerks existierende Benutzer einfach hinzufügen, in dem du ihren Nutzernamen oder E-Mail-Adresse angibst, sowie ihre Benutzerrolle festlegst. Für weitere Optionen (wie Passwörter festlegen) musst du seitenübergreifender Administrator sein. Du kannst dann über Netzwerkverwaltung &gt; Alle Benutzer das Profil des Benutzers verändern."
"New users will receive an email letting them know they&#8217;ve been added as a user for your site. This email will also contain their password. Check the box if you don&#8217;t want the user to receive a welcome email.","Neue Benutzer erhalten eine E-Mail, um sie wissen zu lassen das sie als Nutzer deiner Seite hinzugefügt wurden. Diese E-Mail wird auch ihr Passwort beinhalten. Aktiviere das Kontrollkästchen wenn du nicht willst, dass eine Willkommens Nachricht verschickt wird."
"You must assign a password to the new user, which they can change after logging in. The username, however, cannot be changed.","Du musst dem neuen Benutzer ein Passwort zuweisen, welches er aber jederzeit selber ändern kann. Der Benutzername kann jedoch später nicht geändert werden."
"New users will receive an email letting them know they&#8217;ve been added as a user for your site. By default, this email will also contain their password. Uncheck the box if you don&#8217;t want the password to be included in the welcome email.","Neue Benutzer bekommen eine E-Mail, in welcher ihnen mitgeteilt wird, dass sie als Benutzer dieser Website registriert wurden. Diese E-Mail enthält auch das Passwort. Du kannst allerdings bei der Checkbox <em>Passwort senden?</em> die Markierung entfernen, so dass das Passwort nicht in der E-Mail genannt wird."
"Remember to click the Add New User button at the bottom of this screen when you are finished.","Vergiss nicht, unten auf dieser Seite auf Neuen Benutzer hinzufügen zu klicken, wenn Du fertig bist. "
"User Roles","Benutzerrollen"
"Here is a basic overview of the different user roles and the permissions associated with each one:","Hier ist ein grober Überblick über die verschiedenen Benutzerrollen und die jeweils damit verknüpften Berechtigungen:"
"Administrators have access to all the administration features.","Administratoren haben die komplette Macht und sehen alle Optionen."
"Editors can publish posts, manage posts as well as manage other people&#8217;s posts, etc.","Redakteure können Beiträge und Seiten anlegen und veröffentlichen, sowie die Beiträge, Seiten (etc.) von anderen Benutzern verwalten (ändern, löschen, veröffentlichen)."
"Authors can publish and manage their own posts, and are able to upload files.","Autoren können ihre eigenen Beiträge veröffentlichen und verwalten, sowie Dateien hochladen."
"Contributors can write and manage their posts but not publish posts or upload media files.","Mitarbeiter können eigene Beiträge schreiben und bearbeiten, sie jedoch nicht veröffentlichen. Auch dürfen sie keine Dateien hochladen."
"Subscribers can read comments/comment/receive newsletters, etc. but cannot create regular site content.","Abonennten können nur Kommentare lesen und abgeben, aber keine eigenen Inhalte erstellen."
"<a href=\"http://codex.wordpress.org/Users_Add_New_Screen\" target=\"_blank\">Documentation on Adding New Users</a>","<a href=\"http://codex.wordpress.org/Users_Add_New_Screen\" target=\"_blank\">Documentation on Adding New Users (engl.)</a>"
"Invitation email sent to new user. A confirmation link must be clicked before their account is created.","Die Einladungs-E-Mail wurde zum neuen Benutzer versandt. Er muss noch den Bestätigungslink anklicken, damit dieses Benutzerkonto erfolgreich angelegt wird."
"Invitation email sent to user. A confirmation link must be clicked for them to be added to your site.","Einladungs-E-Mail versandt. Der Benutzer muss den Bestätigungslink anklicken, um deiner Seite hinzugefügt zu werden."
"User has been added to your site.","Der Benutzer wurde zu deiner Seite hinzugefügt."
"That user is already a member of this site.","Dieser Benutzer ist bereits ein Mitglied dieser Seite."
"User added.","Benutzer hinzugefügt."
"Add New User","Neuen Benutzer hinzufügen"
"Add Existing User","Bestehenden Benutzer hinzufügen"
"Enter the email address of an existing user on this network to invite them to this site. That person will be sent an email asking them to confirm the invite.","Trage die E-Mail Adresse eines bestehenden Nutzers dieses Netzwerkes ein, um ihn zu dieser Seite einzuladen. Dieser Person wird eine Mail gesendet um die Einladung zu bestätigen."
"Enter the email address or username of an existing user on this network to invite them to this site. That person will be sent an email asking them to confirm the invite.","Trage die E-Mail Adresse oder den Benutzernamen eines bestehenden Nutzers dieses Netzwerkes ein um ihn zu dieser Seite einzuladen. Dieser Person wird eine Mail gesendet um die Einladung zu bestätigen."
"E-mail or Username","E-Mail-Adresse oder Benutzername"
"Skip Confirmation Email","Keine Bestätigungs-E-Mail"
"Add the user without sending them a confirmation email.","Benutzer ohne Einladung sofort hinzufügen."
"Create a brand new user and add it to this site.","Erstelle einen neuen Benutzer und füge ihn dieser Seite hinzu."
"(twice, required)","(doppelt, erforderlich)"
"Send Password?","Passwort senden?"
"Send this password to the new user by email.","Sende dieses Passwort per E-Mail an den neuen Benutzer."
"This screen lists all the existing users for your site. Each user has one of five defined roles as set by the site admin: Site Administrator, Editor, Author, Contributor, or Subscriber. Users with roles other than Administrator will see fewer options in the dashboard navigation when they are logged in, based on their role.","Diese Übersichtsseite zeigt alle Benutzer deiner Website an. Jeder Benutzer hat eine von fünf vordefinierten Rollen, welche durch den Administrator vergeben werden können: Administrator, Redakteur, Autor, Mitarbeiter, Abonnent. Benutzer die keine Administrator-Rolle haben, sehen je nach Benutzerrolle, nicht alle Einstellungen, Optionen etc."
"To add a new user for your site, click the Add New button at the top of the screen or Add New in the Users menu section.","Um einen neuen Benutzer anzulegen, klicke auf die Schaltfläche \"Hinzufügen\" im Menü oder auf dieser Seite."
"Screen Display","Bildschirmanzeige"
"You can customize the display of this screen in a number of ways:","Du kannst die Darstellung dieser Übersichtsseite auf verschiedene Arten ändern:"
