"Activation Key Required","Clef d&rsquo;activation requise"
"Don&#8217;t you wish all software came with these freedoms? So do we! For more information, check out the <a href=\"http://www.fsf.org/\">Free Software Foundation</a>.","Ne préféreriez-vous pas que tous vos logiciels vous donnent autant de liberté&nbsp;? Nous aussi&nbsp;! Pour obtenir plus d&rsquo;informations, rendez-vous sur le site de la <a href=\"http://www.fsf.org/\">Free Software Foundation</a>, ou en français, ceux de l&rsquo;<a href=\"http://www.april.org/\">April</a> et de l&rsquo;<a href=\"http://aful.org/\">Aful</a>."
"You do not have sufficient permissions to import content in this site.","Vous n&rsquo;avez pas les droits suffisants pour importer du contenu dans ce site."
"This screen lists links to plugins to import data from blogging/content management platforms. Choose the platform you want to import from, and click Install Now when you are prompted in the popup window. If your platform is not listed, click the link to search the plugin directory for other importer plugins to see if there is one for your platform.","Cet écran liste les liens vers les extensions servant à importer des données en provenance d&rsquo;autres plates-formes de blogs ou gestionnaires de contenus. Choisissez la plate-forme d&rsquo;origine, et cliquez sur &laquo;&nbsp;Installer maintenant&nbsp;&raquo; dans la fenêtre qui s&rsquo;affiche. Si vous ne trouvez pas votre plate-forme, cliquez sur le lien &laquo;&nbsp;Recherche&nbsp;&raquo; dans le Dépôt d&rsquo;Extensions et lancez une recherche - peut-être qu&rsquo;une autre extension répondra à vos attentes."
"In previous versions of WordPress, all importers were built-in. They have been turned into plugins since most people only use them once or infrequently.","Dans les versions précédentes de WordPress, tous les importateurs étaient directement inclus&nbsp. Nous les avons convertis en extensions, car la plupart des gens ne s&rsquo;en servent que très rarement, voire une seule fois."
"<a href=\"http://codex.wordpress.org/Tools_Import_Screen\" target=\"_blank\">Documentation on Import</a>","<a href=\"http://codex.wordpress.org/Tools_Import_Screen\" target=\"_blank\">Documentation sur l&rsquo;importation (en)</a>"
"ERROR:","ERREUR&nbsp;:"
"The <strong>%s</strong> importer is invalid or is not installed.","L&rsquo;importateur <strong>%s</strong> est invalide ou n&rsquo;est pas installé."
"If you have posts or comments in another system, WordPress can import those into this site. To get started, choose a system to import from below:","Si vous avez des articles ou des commentaires dans un autre système de site, WordPress peut les importer dans votre site actuel. Pour commencer, choisissez un système d&rsquo;origine ci-dessous&nbsp;:"
"No importers are available.","Aucun outil d&rsquo;importation n&rsquo;est disponible."
"Activate importer","Activer l&rsquo;importateur"
"Install importer","Installer l&rsquo;importateur"
"This importer is not installed. Please install importers from <a href=\"%s\">the main site</a>.","Cet importateur n&rsquo;est pas installé. Veuillez installer les importateurs depuis <a href=\"%s\">le site principal</a>."
"If the importer you need is not listed, <a href=\"%s\">search the plugin directory</a> to see if an importer is available.","Si l&rsquo;importateur dont vous avec besoin n&rsquo;est pas présent, <a href=\"%s\">lancez une recherche dans le dépôt d&rsquo;extensions</a> pour voir s&rsquo;il s&rsquo;y trouve."
"<strong>ALERT: You are logged out!</strong> Could not save draft. <a href=\"%s\" target=\"_blank\">Please log in again.</a>","<strong>ALERTE&nbsp;: vous êtes déconnecté(e)&nbsp;!</strong> Impossible d&rsquo;enregistrer le brouillon. <a href=\"%s\" target=\"_blank\">Veuillez vous reconnecter.</a>"
"1 item","1 élément"
"%s items","%s éléments"
"Comment %d does not exist","Le commentaire %d n&rsquo;existe pas."
"An error has occurred. Please reload the page and try again.","Une erreur est survenue. Veuillez recharger la page et faire une nouvelle tentative."
"No tags found!","Aucun mot-clef trouvé&nbsp;!"
"ERROR: you are replying to a comment on a draft post.","ERREUR&nbsp;: vous être en train de laisser un commentaire sur un brouillon."
"Sorry, you must be logged in to reply to a comment.","Désolé, vous devez être connecté(e) pour répondre à un commentaire."
"ERROR: please type a comment.","ERREUR&nbsp;: veuillez saisir un commentaire."
"Please provide a custom field value.","Veuillez saisir une valeur pour le champ personnalisé."
"Please provide a custom field name.","Veuillez saisir un nom pour le champ personnalisé."
"User <a href=\"#%s\">%s</a> added","Utilisateur <a href=\"#%s\">%s</a> ajouté"
"g:i:s a","G \\h i \\m\\i\\n s \\s"
"Draft saved at %s.","Brouillon enregistré à %s."
"Your login has expired. Please open a new browser window and <a href=\"%s\" target=\"_blank\">log in again</a>.","Votre connexion a expiré. Veuillez ouvrir une nouvelle fenêtre de votre navigateur et <a href=\"%s\" target=\"_blank\">vous reconnecter</a>. "
"Someone","Quelqu&rsquo;un"
"Autosave disabled.","Sauvegarde automatique désactivée."
"%s is currently editing this article. If you update it, you will overwrite the changes.","%s est en train de modifier cet article. Si vous le modifiez, vous annulerez ses modifications."
"You are not allowed to edit this page.","Vous n&rsquo;avez pas l&rsquo;autorisation de modifier cette page."
"You are not allowed to edit this post.","Vous n&rsquo;avez pas l&rsquo;autorisation de modifier cet article."
"Saving is disabled: %s is currently editing this page.","Enregistrement automatique désactivé&nbsp;: %s modifie actuellement cette page."
"Saving is disabled: %s is currently editing this post.","Enregistrement automatique désactivé&nbsp;: %s modifie actuellement cet article."
"Save failed","L&rsquo;enregistrement a échoué."
"Could not update link in the database","Impossible de mettre à jour le lien dans la base de données"
"Could not insert link into the database","Impossible d&rsquo;insérer le lien dans la base de données"
"If you are looking to use the link manager, please install the <a href=\"%s\">Link Manager</a> plugin.","Si vous souhaitez utiliser le gestionnaire de liens, veuillez installer l&rsquo;extension <a href=\"%s\">Link Manager</a>."
"You do not have sufficient permissions to edit the links for this site.","Vous n&rsquo;avez pas les droits suffisants pour modifier les liens de ce site."
"No comments awaiting moderation.","Aucun commentaire en attente de modération."
"No comments found.","Aucun commentaire trouvé."
"Pending <span class=\"count\">(<span class=\"pending-count\">%s</span>)</span>","En attente <span class=\"count\">(<span class=\"pending-count\">%s</span>)</span>"
"Spam <span class=\"count\">(<span class=\"spam-count\">%s</span>)</span>","Indésirables <span class=\"count\">(<span class=\"spam-count\">%s</span>)</span>"
"Trash <span class=\"count\">(<span class=\"trash-count\">%s</span>)</span>","Corbeille <span class=\"count\">(<span class=\"trash-count\">%s</span>)</span>"
"Unapprove","Désapprouver"
"Approve","Approuver"
"Mark as Spam","Marquer comme indésirable"
"Show all comment types","Afficher tous les types de commentaire"
"Filter","Filtrer"
"Empty Spam","Supprimer tous les indésirables"
"Empty Trash","Vider la Corbeille"
"In Response To","En réponse à"
"Select comment","Sélectionnez un commentaire"
"Y/m/d \\a\\t g:i A","d/m/Y \\à G \\h i \\m\\i\\n"
"Submitted on <a href=\"%s\">%s at %s</a>","Envoyé le <a href=\"%s\">%s à %s</a>"
"In reply to <a href=\"%s\">%s</a>.","En réponse à <a href=\"%s\">%s</a>."
"Unapprove this comment","Désapprouver ce commentaire"
"Approve this comment","Approuver ce commentaire"
"Mark this comment as spam","Marquer ce commentaire comme indésirable"
"Move this comment to the trash","Déplacer ce commentaire dans la Corbeille"
"Quick Edit","Modification rapide"
"Quick&nbsp;Edit","Modification&nbsp;rapide"
"Reply to this comment","Répondre à ce commentaire"
"Y/m/d \\a\\t g:ia","d/m/Y \\à\\ G \\h i \\m\\i\\n"
"Changing to %s","Modifier à %s"
"Found %s","Trouvé %s"
"The ftp PHP extension is not available","L&rsquo;extension ftp de PHP n&rsquo;est pas disponible"
"FTP hostname is required","L&rsquo;hôte du FTP est obligatoire"
"FTP username is required","L&rsquo;identifiant FTP est obligatoire"
"FTP password is required","Le mot de passe FTP est obligatoire"
"Failed to connect to FTP Server %s:%s","Impossible de me connecter au serveur FTP %s&nbsp;: %s"
"Username/Password incorrect for %s","Le couple identifiant / mot de passe est incorrect pour %s"
"The ssh2 PHP extension is not available","L&rsquo;extension ssh2 de PHP n&rsquo;est pas disponible"
"The ssh2 PHP extension is available, however, we require the PHP5 function <code>stream_get_contents()</code>","L&rsquo;extension ssh2 de PHP est disponible, mais nécessite la fonction PHP5 <code>stream_get_contents()</code>"
"SSH2 hostname is required","Le nom de l&rsquo;hôte SSH2 est obligatoire"
"SSH2 username is required","L&rsquo;identifiant SSH2 est obligatoire"
"SSH2 password is required","Le mot de passe SSH2 est obligatoire"
"Failed to connect to SSH2 Server %s:%s","Impossible de me connecter au serveur SSH2 %s&nbsp;: %s"
"Public and Private keys incorrect for %s","Les clefs publiques et privées de %s ne sont pas correctes"
"Unable to perform command: %s","Impossible de lancer la commande&nbsp;: %s"
"No links found.","Aucun lien trouvé."
"Delete","Supprimer "
"View all categories","Voir toutes les catégories"
"Relationship","Relation"
"Rating","Note"
"Select %s","Sélectionner %s"
"Edit &#8220;%s&#8221;","Modifier avec &laquo;&nbsp;%s&nbsp;&raquo;"
"You are about to delete this link '%s'\n  'Cancel' to stop, 'OK' to delete.","Vous êtes sur le point de supprimer le lien « %s ».\n  « Annuler » pour abandonner, « OK » pour le supprimer."
"Visit %s","Aller sur %s"
"Show all dates","Afficher toutes les dates"
"List View","Liste simple"
"Excerpt View","Liste avec extraits"
"%s pending","%s en attente"
"Go to the first page","Aller à la première page"
"Go to the previous page","Aller à la page précédente"
"Current page","Page actuelle"
"%s of %s","%s sur %s"
"Go to the next page","Aller à la page suivante"
"Go to the last page","Aller à la dernière page"
"All <span class=\"count\">(%s)</span>","Tous <span class=\"count\">(%s)</span>"
"Unattached <span class=\"count\">(%s)</span>","Non attachés <span class=\"count\">(%s)</span>"
"Attach to a post","Joindre à un article"
"Scan for lost attachments","Rechercher les fichiers attachés perdus"
"No media attachments found.","Pas de fichier média attaché."
"File","Fichier"
"Uploaded to","Mis en ligne sur "
"Unpublished","Non publié"
"%s from now","%s à partir de maintenant"
"(Unattached)","(Non attaché)"
"Attach","Joindre"
"View &#8220;%s&#8221;","Afficher &laquo;&nbsp;%s&nbsp;&raquo;"
"View","Afficher"
"No sites found.","Aucun site trouvé."
"Domain","Domaine"
"Last Updated","Dernière mise à jour"
"Registered","Inscription"
"Archived","Archivé"
"Deleted","Supprimé"
"Mature","Adulte"
"You are about to activate the site %s","Vous êtes sur le point d&rsquo;activer le site %s"
"You are about to deactivate the site %s","Vous êtes sur le point de désactiver le site %s"
"Deactivate","Désactiver"
"You are about to unarchive the site %s.","Vous êtes sur le point de désarchiver le site %s."
"Unarchive","Désarchiver"
"You are about to archive the site %s.","Vous êtes sur le point d&rsquo;archiver le site %s."
"Archive","Archiver"
"You are about to unspam the site %s.","Vous êtes sur le point de marquer le site %s comme sain."
"You are about to mark the site %s as spam.","Vous êtes sur le point de marquer le site %s comme indésirable."
"You are about to delete the site %s.","Vous êtes sur le point de supprimer le site %s."
"Visit","Visiter"
"Never","Jamais"
"Only showing first 5 users.","Affiche seulement les 5 premiers utilisateurs."
"More","Plus"
"No themes found.","Aucun thème trouvé."
"You do not appear to have any themes available at this time.","Vous ne semblez pas avoir de thème disponible en ce moment."
"Theme","Thème"
"Enabled <span class=\"count\">(%s)</span>","Activés <span class=\"count\">(%s)</span>"
"Disabled <span class=\"count\">(%s)</span>","Désactivés <span class=\"count\">(%s)</span>"
"Update Available <span class=\"count\">(%s)</span>","Prêtes à mettre à jour <span class=\"count\">(%s)</span>"
"Broken <span class=\"count\">(%s)</span>","Cassé <span class=\"count\">(%s)</span>"
"Enable","Activer"
"Network Enable","Activer sur le réseau"
"Disable","Désactiver"
"Network Disable","Désactiver du réseau"
"Enable this theme","Activer ce thème"
"Disable this theme","Désactiver ce thème"
"Open this theme in the Theme Editor","Ouvrir ce thème dans l&rsquo;éditeur de thème"
"Delete this theme","Supprimer ce thème"
"Broken Theme:","Thème cassé&nbsp;:"
"By %s","Par %s"
"Visit theme homepage","Aller sur la page du thème"
"Visit Theme Site","Aller sur le site du thème"
"No users found.","Aucun utilisateur trouvé."
"Super Admin <span class=\"count\">(%s)</span>","Super-admin <span class=\"count\">(%s)</span>"
"Super Admins <span class=\"count\">(%s)</span>","Super-admins <span class=\"count\">(%s)</span>"
"Super Admin","Super-admin"
"Search Results","Résultats de recherche"
"Featured","Mis en avant"
"Popular","Populaires"
"Newest","Les + récents"
"Try again","Recommencer"
"No plugins match your request.","Aucune extension ne correspond à votre requête."
"More information about %s","Plus d&rsquo;informations à propos de %s"
"Details","Détails"
"Install %s","Installer %s"
"Install Now","Installer maintenant"
"Update to version %s","Mettre à jour vers la version %s"
"Update Now","Mettre à jour"
"This plugin is already installed and is up to date","Cette extension est déjà installée et à jour"
"Installed","Installés"
"(based on %s rating)","(basée sur %s vote)"
"(based on %s ratings)","(basée sur %s votes)"
"No plugins found.","Aucune extension trouvée."
"You do not appear to have any plugins available at this time.","Vous ne semblez pas avoir d&rsquo;extension disponible en ce moment."
"Active <span class=\"count\">(%s)</span>","Activées <span class=\"count\">(%s)</span>"
"Recently Active <span class=\"count\">(%s)</span>","Récemment désactivées <span class=\"count\">(%s)</span>"
"Inactive <span class=\"count\">(%s)</span>","Désactivées <span class=\"count\">(%s)</span>"
"Must-Use <span class=\"count\">(%s)</span>","Automatiques (Must-Use) <span class=\"count\">(%s)</span>"
"Network Activate","Activer sur le réseau"
"Network Deactivate","Désactiver du réseau"
"Clear List","Vider la liste"
"Files in the <code>%s</code> directory are executed automatically.","Les fichiers contenus dans le dossier <code>%s</code> sont exécutés automatiquement."
"Drop-ins are advanced plugins in the <code>%s</code> directory that replace WordPress functionality when present.","Les &laquo;&nbsp;drop-ins&nbsp;&raquo; sont des extensions avancées contenues dans le dossier <code>%s</code>&nbsp;; elles permettent le remplacement de certaines fonctionnalités de WordPress."
"Inactive:","Inactif&nbsp;:"
"Requires <code>%s</code> in <code>wp-config.php</code>.","Nécessite <code>%s</code> dans le fichier <code>wp-config.php</code>."
"Deactivate this plugin","Désactiver cette extension"
"Activate this plugin for all sites in this network","Activer cette extension sur tous les sites de ce réseau"
"Delete this plugin","Supprimer cette extension"
"Activate this plugin","Activer cette extension"
"Open this file in the Plugin Editor","Ouvrir ce fichier dans l&rsquo;éditeur d&rsquo;extension"
"Visit plugin site","Aller sur le site de l&rsquo;extension"
"Mine <span class=\"count\">(%s)</span>","Les miens <span class=\"count\">(%s)</span>"
"Sticky <span class=\"count\">(%s)</span>","Mis en avant <span class=\"count\">(%s)</span>"
"Edit this item","Modifier cette entrée"
"Edit this item inline","Modifier cette entrée sur place"
"Restore this item from the Trash","Récupérer cette entrée depuis la Corbeille"
"Move this item to the Trash","Déplacer cette entrée dans la Corbeille"
"Delete this item permanently","Supprimer cette entrée définitivement"
"Preview &#8220;%s&#8221;","Prévisualiser &laquo;&nbsp;%s&nbsp;&raquo;"
"Y/m/d g:i:s A","d/m/Y \\à G \\h i \\m\\i\\n s \\s"
"Missed schedule","Planification manquée"
"Last Modified","Dernière modification"
"Bulk Edit","Modifications groupées"
"&mdash; No Change &mdash;","&mdash; Aucun changement &mdash;"
"&ndash;OR&ndash;","&mdash; OU &mdash;"
"[more]","[plus]"
"[less]","[moins]"
"Main Page (no parent)","Page principale (pas de page parente)"
"Order","Ordre"
"Default Template","Modèle par défaut"
"Allow","Autoriser"
"Do not allow","Refuser"
"Allow Comments","Autoriser les commentaires"
"Allow Pings","Autoriser les notifications par ping"
"Sticky","Mettre en avant"
"Not Sticky","Ne pas mettre en avant"
"Make this post sticky","Mettre ce contenu en avant"
"Recently Updated","Mis à jour récemment"
"No themes match your request.","Aucun thème ne correspond à votre requête."
"This theme is already installed and is up to date","Cet thème est déjà installé et à jour"
"Preview %s","Aperçu de %s"
"&larr; Close","&larr; Fermer"
"Install","Installer"
"You only have one theme enabled for this site right now. Visit the Network Admin to <a href=\"%s\">enable</a> or <a href=\"%s\">install</a> more themes.","Vous n&rsquo;avez qu&rsquo;un thème activé sur ce site actuellement. Veuillez vous rendre sur la page d&rsquo;administration du réseau pour <a href=\"%s\">activer</a> ou <a href=\"%s\">installer</a> plus de thèmes."
"You only have one theme enabled for this site right now. Visit the Network Admin to <a href=\"%s\">enable</a> more themes.","Vous n&rsquo;avez qu&rsquo;un thème activé sur ce site actuellement. Veuillez vous rendre sur la page d&rsquo;administration du réseau pour <a href=\"%s\">activer</a> plus de thèmes."
"You only have one theme installed right now. Live a little! You can choose from over 1,000 free themes in the WordPress.org Theme Directory at any time: just click on the <a href=\"%s\">Install Themes</a> tab above.","Vous n&rsquo;avez qu&rsquo;un seul thème d&rsquo;installé pour le moment. Faites vivre votre site&nbsp;! Vous pouvez quand vous le voulez choisir parmi plus de 1&nbsp;000 thèmes sur le dépôt de thèmes de WordPress.org&nbsp;: cliquez simplement sur l&rsquo;onglet  &laquo;&nbsp;<a href=\"%s\">Installer des thèmes</a>&nbsp;&raquo; ci-dessus."
"Only the current theme is available to you. Contact the %s administrator for information about accessing additional themes.","Vous n&rsquo;avez accès qu&rsquo;au thème déjà en place. Contactez l&rsquo;administrateur de %s pour obtenir des informations sur l&rsquo;accès à d&rsquo;autres thèmes."
"Activate &#8220;%s&#8221;","Activer &laquo;&nbsp;%s&nbsp;&raquo;"
"Live Preview","Prévisualiser"
"You are about to delete this theme '%s'\n  'Cancel' to stop, 'OK' to delete.","Vous êtes sur le point de supprimer le thème « %s ».\n  « Annuler » pour abandonner, « OK » pour le supprimer."
"This <a href=\"%s\">child theme</a> requires its parent theme, %s.","Ce <a href=\"%s\">thème enfant</a> nécessite son thème parent, %s."
"Invalid Data provided.","Les données fournies ne sont pas valides."
"Could not access filesystem.","Impossible d&rsquo;accéder au système de fichier."
"Filesystem error.","Erreur du système de fichier."
"Unable to locate WordPress Root directory.","Impossible de localiser le dossier racine de WordPress."
"Unable to locate WordPress Content directory (wp-content).","Impossible de localiser le dossier de contenu de WordPress (wp-content)."
"Unable to locate WordPress Plugin directory.","Impossible de localiser le dossier d&rsquo;extension de WordPress."
"Unable to locate WordPress Theme directory.","Impossible de localiser le dossier des thèmes de WordPress."
"Unable to locate needed folder (%s).","Impossible de localiser le dossier nécessaire (%s)."
"Download failed.","Le téléchargement a échoué."
"Installing the latest version&#8230;","Installation de la dernière version&#8230;"
"Destination folder already exists.","Le dossier de destination existe déjà."
"Could not create directory.","Impossible de créer le dossier."
"The package could not be installed.","L&rsquo;archive n&rsquo;a pas pu être installée."
"Enabling Maintenance mode&#8230;","Activation du mode maintenance&#8230;"
"Disabling Maintenance mode&#8230;","Désactivation du mode maintenance&#8230;"
"The plugin contains no files.","Cette extension ne contient aucun fichier."
"The plugin is at the latest version.","Vous avez la dernière version de cette extension."
"Update package not available.","Pas d&rsquo;archive de mise à jour disponible."
"Downloading update from <span class=\"code\">%s</span>&#8230;","Téléchargement de la mise à jour depuis <span class=\"code\">%s</span>&#8230;"
"Unpacking the update&#8230;","Décompression de la mise à jour&#8230;"
"Removing the old version of the plugin&#8230;","Retrait de l&rsquo;ancienne version de l&rsquo;extension&#8230;"
"Could not remove the old plugin.","Impossible de supprimer l&rsquo;ancienne extension."
"Plugin update failed.","La mise à jour de l&rsquo;extension a échoué."
"Plugin updated successfully.","L&rsquo;extension a bien été mise à jour."
"Install package not available.","L&rsquo;archive d&rsquo;installation n&rsquo;est pas disponible."
"Downloading install package from <span class=\"code\">%s</span>&#8230;","Téléchargement de l&rsquo;archive d&rsquo;installation depuis <span class=\"code\">%s</span>&#8230;"
"Unpacking the package&#8230;","Décompression de l&rsquo;archive de l&rsquo;extension&#8230;"
"Installing the plugin&#8230;","Installation de l&rsquo;extension&#8230;"
"Plugin install failed.","L&rsquo;installation de l&rsquo;extension a échoué."
"Plugin installed successfully.","L&rsquo;extension a bien été installée."
"No valid plugins were found.","Aucune extension valide trouvée."
"The theme is at the latest version.","Vous avez la dernière version de ce thème."
"Removing the old version of the theme&#8230;","Retrait de l&rsquo;ancienne version du thème&#8230;"
"Could not remove the old theme.","Impossible de supprimer l&rsquo;ancien thème."
"Theme update failed.","La mise à jour du thème a échoué."
"Theme updated successfully.","Le thème a bien été mis à jour."
"Installing the theme&#8230;","Installation du thème&#8230;"
"Theme install failed.","L&rsquo;installation du thème a échoué."
"Theme installed successfully.","Le thème a bien été installé."
"Successfully installed the theme <strong>%s %s</strong>.","Le thème <strong>%s %s</strong> a bien été installé."
"This theme requires a parent theme. Checking if it is installed&#8230;","Ce thème nécessite un thème parent. Nous vérifions s&rsquo;il est installé&#8230;"
"Preparing to install <strong>%s %s</strong>&#8230;","Préparation à l&rsquo;installation de <strong>%s %s</strong>&#8230;"
"The parent theme, <strong>%s %s</strong>, is currently installed.","Le thème parent, <strong>%s %s</strong>, est bien installé."
"Successfully installed the parent theme, <strong>%s %s</strong>.","Le thème parent, <strong>%s %s</strong>, a bien été installé."
"<strong>The parent theme could not be found.</strong> You will need to install the parent theme, <strong>%s</strong>, before you can use this child theme.","<strong>Le thème parent n&rsquo;a pas pu être trouvé.</strong> Vous allez devoir installer le thème parent, <strong>%s</strong>, avant de pouvoir utiliser ce thème enfant."
"The theme is missing the <code>style.css</code> stylesheet.","Il manque le fichier <code>style.css</code> à ce thème."
"The <code>style.css</code> stylesheet doesn't contain a valid theme header.","Le fichier <code>style.css</code> ne contient pas un en-tête valide de thème."
"The theme is missing the <code>index.php</code> file.","Il manque le fichier <code>index.php</code> au thème."
"WordPress is at the latest version.","Vous avez la dernière version de WordPress."
"Could not copy files.","Impossible de copier les fichiers."
"Could not copy files. You may have run out of disk space.","Impossible de copier les fichiers. Il se pourrait que vous manquiez de place."
"Update Plugin","Mettre à jour l&rsquo;extension"
"Activate Plugin","Activer l&rsquo;extension"
"Go to plugins page","Aller sur la page des extensions"
"Return to Plugins page","Retourner sur la page des extensions"
"The update process is starting. This process may take a while on some hosts, so please be patient.","Le processus de mise à jour se lance. Il peut prendre un certain temps chez certains hébergeurs, merci pour votre patience."
"An error occurred while updating %s: <strong>%s</strong>.","Une erreur est survenue pendant la mise à jour de %s&nbsp;: <strong>%s</strong>."
"The update of %s failed.","La mise à jour de %s a échoué."
"%s updated successfully.","%s a bien été mis à jour."
"Show Details","Afficher les détails"
"Hide Details","Cacher les détails"
"All updates have been completed.","Toutes les mises à jour sont terminées."
"Updating Plugin %s (%s2$d/%s3$d)","Mise à jour de l&rsquo;extension %s (%s2$d/%s3$d)"
"Go to WordPress Updates page","Aller à la page des mises à jour de WordPress"
"Return to WordPress Updates","Retourner aux mises à jour de WordPress"
"Updating Theme %s (%s2$d/%s3$d)","Mise à jour du thème %s (%s2$d/%s3$d)"
"Go to themes page","Aller à la page des thèmes"
"Return to Themes page","Retourner sur la page des thèmes"
"Successfully installed the plugin <strong>%s %s</strong>.","L&rsquo;extension <strong>%s %s</strong> a bien été installée."
"Activate Plugin &amp; Run Importer","Activer l&rsquo;extension &amp; lancer l&rsquo;importateur"
"Return to Importers","Retour aux importateurs"
"Return to Plugin Installer","Retourner à l&rsquo;installeur d&rsquo;extensions"
"Enable this theme for all sites in this network","Activer ce thème sur tous les sites de ce réseau"
"Return to Theme Installer","Retourner à l&rsquo;installeur de thèmes"
"Themes page","Page des thèmes"
"Update Theme","Mettre à jour le thème"
"Customize &#8220;%s&#8221;","Personnaliser &laquo;&nbsp;%s&nbsp;&raquo;"
"Please select a file","Veuillez choisir un fichier"
"No matching users were found.","Aucun utilisateur ne correspond."
"Change role to&hellip;","Changer de rôle pour&hellip;"
"Change","Changer"
"Role","Rôle"
"View posts by this author","Afficher les articles de cet auteur"
"You are using an insecure browser!","Vous utilisez un navigateur peu sûr&nbsp;!"
"Your browser is out of date!","Votre navigateur est obsolète&nbsp;!"
"Right Now","Aujourd&rsquo;hui"
"Incoming Links","Liens entrants"
"QuickPress","Press-Minute"
"Recent Drafts","Brouillons récents"
"http://wordpress.org/news/","http://www.wordpress-fr.net/"
"http://wordpress.org/news/feed/","http://feeds.feedburner.com/WordpressFrancophone"
"WordPress Blog","Blog WordPress"
"http://planet.wordpress.org/","http://www.wordpress-fr.net/planet/"
"http://planet.wordpress.org/feed/","http://feeds2.feedburner.com/WordpressFrancophonePlanet"
"Other WordPress News","Autres actualités de WordPress (en français)"
"View all","Afficher tout"
"Configure","Configurer"
"Theme <span class=\"b\">%s</span> with <span class=\"b\"><a href=\"widgets.php\">%s Widget</a></span>","Thème <span class=\"b\">%s</span> avec <span class=\"b\"><a href=\"widgets.php\">%s widget</a></span>"
"Theme <span class=\"b\">%s</span> with <span class=\"b\"><a href=\"widgets.php\">%s Widgets</a></span>","Thème <span class=\"b\">%s</span> avec <span class=\"b\"><a href=\"widgets.php\">%s widgets</a></span>"
"Theme <span class=\"b\">%s</span> with <span class=\"b\">%s Widget</span>","Thème <span class=\"b\">%s</span> avec <span class=\"b\">%s widget</span>"
"Theme <span class=\"b\">%s</span> with <span class=\"b\">%s Widgets</span>","Thème <span class=\"b\">%s</span> avec <span class=\"b\">%s widgets</span>"
"Theme <span class=\"b\"><a href=\"themes.php\">%s</a></span>","Thème <span class=\"b\"><a href=\"themes.php\">%s</a></span>"
"Theme <span class=\"b\">%s</span>","Thème <span class=\"b\">%s</span>"
"Your site is asking search engines not to index its content","Votre site indique aux moteurs de recherche de ne pas indexer son contenu"
"Search Engines Discouraged","Moteurs de recherche refusés"
"Create a New Site","Créer un nouveau site"
"Create a New User","Créer un nouvel utilisateur"
"%s user","%s utilisateur"
"%s users","%s utilisateurs"
"You have %s and %s.","Vous avez %s et %s."
"Search Users","Chercher un utilisateur"
"Search Sites","Chercher un site"
"Post published. <a href=\"%s\">View post</a> | <a href=\"%s\">Edit post</a>","Article publié. <a href=\"%s\">Afficher l&rsquo;article</a> | <a href=\"%s\">Modifier l&rsquo;article</a>"
"Post submitted. <a href=\"%s\">Preview post</a> | <a href=\"%s\">Edit post</a>","Article envoyé. <a href=\"%s\">Prévisualiser l&rsquo;article</a> | <a href=\"%s\">Modifier l&rsquo;article</a>"
"Draft saved. <a href=\"%s\">Preview post</a> | <a href=\"%s\">Edit post</a>","Brouillon enregistré. <a href=\"%s\">Afficher l&rsquo;article</a> | <a href=\"%s\">Modifier l&rsquo;article</a>"
"You can also try %s, easy blogging from anywhere on the Web.","Vous pouvez aussi essayer %s, qui simplifie la création d&rsquo;articles depuis n&rsquo;importe où sur le Web."
"Press This","Publier un article"
"Tags (separate with commas)","Mots-clefs (séparés par des virgules)"
"Submit for Review","Soumettre à relecture"
"Reset","Réinitialiser"
"There are no drafts at the moment","Il n&rsquo;y a pas de brouillon actuellement"
"From %s on %s%s","Par %s, sur %s%s"
"[Pending]","[En attente]"
"This dashboard widget queries <a href=\"http://blogsearch.google.com/\">Google Blog Search</a> so that when another blog links to your site it will show up here. It has found no incoming links&hellip; yet. It&#8217;s okay &#8212; there is no rush.","Ce widget envoie une requête vers <a href=\"http://blogsearch.google.com/\">le moteur de recherche des blogs de Google</a>, de sorte que quand un autre site fera un lien vers le vôtre, son nom s&rsquo;affichera ici. Ce moteur n&rsquo;a pas encore trouvé de lien entrant&hellip; Ce n&rsquo;est pas grave, on n&rsquo;est pas pressé."
"Somebody","Quelqu&rsquo;un"
"%s linked here <a href=\"%s\">saying</a>, \"%s\"","%s a fait un lien vers ce site <a href=\"%s\">en écrivant</a> &laquo;&nbsp;%s&nbsp;&raquo;"
"%s linked here saying, \"%s\"","%s a fait un lien vers ce site en écrivant &laquo; %s &raquo;"
"%s linked here <a href=\"%s\">saying</a>, \"%s\" on %s","%s a fait un lien vers ce site <a href=\"%s\">en écrivant</a> &laquo;&nbsp;%s&nbsp;&raquo;, le %s"
"%s linked here saying, \"%s\" on %s","%s a fait un lien vers ce site en écrivant &laquo; %s &raquo;, le %s"
"Most Popular","Plus populaire"
"Newest Plugins","Nouvelles extensions"
"Loading&#8230;","Chargement&#8230;"
"This widget requires JavaScript.","Ce widget requiert JavaScript."
"Storage Space","Espace disque"
"<a href=\"%s\" title=\"Manage Uploads\" class=\"musublink\">%sMB</a>","<a href=\"%s\" title=\"Gérer les envois\" class=\"musublink\">%s Mo</a>"
"Space Allowed","Espace disque alloué"
"<a href=\"%s\" title=\"Manage Uploads\" class=\"musublink\">%sMB (%s%s%)</a>","<a href=\"%s\" title=\"Gérer les envois\" class=\"musublink\">%s Mo (%s%s%)</a>"
"Space Used","Espace disque utilisé"
