"New password","Nova senha"
"To add a new user for your site, click the Add New button at the top of the screen or Add New in the Users menu section.","Para adicionar um novo usuário ao seu site, clique no botão Adicionar novo no topo da tela ou Adicionar novo na seção Usuários do menu."
"Screen Display","Exibição na Tela"
"You can customize the display of this screen in a number of ways:","Você pode personalizar a exibição da tela de várias maneiras:"
"You can hide/display columns based on your needs and decide how many users to list per screen using the Screen Options tab.","Você pode ocultar/exibir colunas baseado em suas necessidades e decidir quantos usuários listar por tela através aba Opções de Tela."
"You can filter the list of users by User Role using the text links in the upper left to show All, Administrator, Editor, Author, Contributor, or Subscriber. The default view is to show all users. Unused User Roles are not listed.","Você pode filtrar a lista de usuários por Função de Usuário usando os links de texto no canto superior esquerdo para ver Todos, Administrador, Editor, Autor, Contribuidor, ou Assinante. A exibição padrão mostra Todos. As funções de usuário que não são usadas não são listadas."
"You can view all posts made by a user by clicking on the number under the Posts column.","Você pode visualizar todo os posts enviados por um usuário clicando sobre o número na coluna Posts."
"Hovering over a row in the users list will display action links that allow you to manage users. You can perform the following actions:","Mover o cursor do mouse sobre a lista de usuários, mostrará Links de Ação que permitem gerenciar usuários. Você pode fazer as seguinte ações:"
"Edit takes you to the editable profile screen for that user. You can also reach that screen by clicking on the username.","Editar leva você para a tela de edição para o usuário. Você também pode chegar a essa tela, clicando sobre o nome de usuário."
"Remove allows you to remove a user from your site. It does not delete their posts. You can also remove multiple users at once by using Bulk Actions.","Remover permite que você remova um usuário de seu site. Isso não exclui seus posts. Você também pode remover vários usuários ao mesmo tempo usando Ações em Massa."
"Delete brings you to the Delete Users screen for confirmation, where you can permanently remove a user from your site and delete their posts. You can also delete multiple users at once by using Bulk Actions.","Excluir leva à tela de confirmação para Excluir Usuários, onde você pode remover permanentemente um usuário do seu site e apagar as seus posts. Você também pode excluir vários usuários ao mesmo tempo usando Ações em Massa."
"<a href=\"http://codex.wordpress.org/Users_Screen\" target=\"_blank\">Documentation on Managing Users</a>","<a href=\"http://codex.wordpress.org/pt-br:Painel_Usuários\" target=\"_blank\">Documentação sobre Gerenciando Usuários</a>"
"<a href=\"http://codex.wordpress.org/Roles_and_Capabilities\" target=\"_blank\">Descriptions of Roles and Capabilities</a>","<a href=\"http://codex.wordpress.org/pt-br:Funções_e_Capacidades\" target=\"_blank\">Descrições das Funções e Capacidades</a>"
"You can&#8217;t edit that user.","Você não pode editar esse usuário."
"User deletion is not allowed from this screen.","A exclusão de usuário não é permitida a partir desta tela."
"You can&#8217;t delete users.","Você não pode excluir usuários."
"You can&#8217;t delete that user.","Sem permissão para excluir este usuário."
"Delete Users","Excluir usuários"
"Please select an option.","Selecione uma opção"
"You have specified this user for deletion:","Você especificou este usuário para ser excluído:"
"You have specified these users for deletion:","Você especificou estes usuários para serem excluídos:"
"ID #%s: %s <strong>The current user will not be deleted.</strong>","ID #%s: %s <strong>O usuário atual não será excluído.</strong>"
"What should be done with posts owned by this user?","O que deverá ser feito com os posts deste usuário?"
"What should be done with posts owned by these users?","O que deverá ser feito com os posts destes usuários?"
"Delete all posts.","Excluir todos posts."
"Attribute all posts to:","Atribuir todos posts a:"
"Confirm Deletion","Confirmar exclusão"
"There are no valid users selected for deletion.","Não há usuários válidos selecionados para exclusão."
"You can&#8217;t remove users.","Você não pode remover usuários."
"Remove Users from Site","Remover usuários do site"
"You have specified these users for removal:","Você especificou estes usuários para remoção:"
"ID #%s: %s <strong>The current user will not be removed.</strong>","ID #%s: %s <strong>O usuário atual não será removido.</strong>"
"ID #%s: %s <strong>You don't have permission to remove this user.</strong>","ID #%s: %s <strong>Sem permissão para remover este usuário.</strong>"
"Confirm Removal","Confirmar remoção"
"There are no valid users selected for removal.","Nenhum usuário selecionado para remoção."
"User deleted.","Usuário excluído"
"%s users deleted.","%s usuários excluídos."
"New user created. <a href=\"%s\">Edit user</a>","Novo usuário criado. <a href=\"%s\">Editar usuário</a>"
"New user created.","Novo usuário criado."
"Changed roles.","Funções alteradas."
"The current user&#8217;s role must have user editing capabilities.","A função do usuário atual deve possuir privilégios de edição."
"Other user roles have been changed.","Outras funções do usuário foram alteradas."
"You can&#8217;t delete the current user.","Sem permissão para excluir o usuário atual."
"Other users have been deleted.","Outros usuários foram excluídos."
"User removed from this site.","Usuário removido deste site."
"You can't remove the current user.","Sem permissão para remover o usuário atual."
"Other users have been removed.","Os outros usuários foram removidos."
"Widgets are independent sections of content that can be placed into any widgetized area provided by your theme (commonly called sidebars). To populate your sidebars/widget areas with individual widgets, drag and drop the title bars into the desired area. By default, only the first widget area is expanded. To populate additional widget areas, click on their title bars to expand them.","Os widgets são seções independentes de conteúdo que podem ser colocadas em qualquer área de widgets fornecidas pelo seu tema (normalmente chamadas de barra lateral). Para preencher suas barras laterais/áreas de widget, arraste e solte as barras de título para a área desejada. Por padrão, somente a primeira área é expandida. Para preencher áreas de widgets adicionais, clique em suas barras de título para expandi-las."
"The Available Widgets section contains all the widgets you can choose from. Once you drag a widget into a sidebar, it will open to allow you to configure its settings. When you are happy with the widget settings, click the Save button and the widget will go live on your site. If you click Delete, it will remove the widget.","A seção Widgets Disponíveis contém todos os widgets que você pode escolher. Quando você arrasta um widget para uma barra lateral, ele será aberto para permitir que você altere suas configurações. Quando estiver satisfeito com as configurações do widget, clique no botão Salvar e o widget aparecerá em seu site. Se você clicar em Excluir, removerá o widget."
"Removing and Reusing","Removendo e Reutilizando"
"If you want to remove the widget but save its setting for possible future use, just drag it into the Inactive Widgets area. You can add them back anytime from there. This is especially helpful when you switch to a theme with fewer or different widget areas.","Se você quiser remover o widget, mas salvar suas configurações para uso no futuro, apenas arraste-o para a área de Widgets inativos. Você pode adicioná-los de volta a qualquer hora. Isto é especialmente útil quando você troca de tema com menos ou diferentes áreas de widget."
"Widgets may be used multiple times. You can give each widget a title, to display on your site, but it&#8217;s not required.","Widgets podem ser utilizados múltiplas vezes. Você pode dar um título a cada widget, para exibição no seu site, mas isto não é obrigatório."
"Enabling Accessibility Mode, via Screen Options, allows you to use Add and Edit buttons instead of using drag and drop.","Ativar o Modo de Acessibilidade, via Opções de Tela, permite que você use os botões Adicionar e Editar em vez de arrastar e soltar."
"Missing Widgets","Widgets faltantes"
"Many themes show some sidebar widgets by default until you edit your sidebars, but they are not automatically displayed in your sidebar management tool. After you make your first widget change, you can re-add the default widgets by adding them from the Available Widgets area.","Muitos temas mostram alguns widgets de barra lateral por padrão até que você edite suas barras laterais, mas eles não são exibidos automaticamente em sua ferramenta de gerenciamento de barra lateral. Depois que você alterar o seu primeiro widget, você pode adicionar novamente os widgets padrão a partir da área Widgets disponíveis."
"When changing themes, there is often some variation in the number and setup of widget areas/sidebars and sometimes these conflicts make the transition a bit less smooth. If you changed themes and seem to be missing widgets, scroll down on this screen to the Inactive Widgets area, where all of your widgets and their settings will have been saved.","Quando trocar temas, sempre há alguma variação no número e configuração de áreas de widget/barras laterais e algumas vezes estes conflitos tornam a trasição um pouco difícil. Se você mudou de tema e percebeu que alguns widgets estão faltando, role a tela para baixo até a área de Widgets inativos, onde todos os seus widgets com suas configurações estão salvos."
"<a href=\"http://codex.wordpress.org/Appearance_Widgets_Screen\" target=\"_blank\">Documentation on Widgets</a>","<a href=\"http://codex.wordpress.org/pt-br:Painel_Widgets\" target=\"_blank\">Documentação sobre Widgets</a>"
"The theme you are currently using isn&#8217;t widget-aware, meaning that it has no sidebars that you are able to change. For information on making your theme widget-aware, please <a href=\"http://codex.wordpress.org/Widgetizing_Themes\">follow these instructions</a>.","O tema em uso no momento não permite detectar widgets e, por isso, não há barra lateral a ser alterada. Para obter mais informações sobre como fazer o tema aceitar widgets, <a href=\"http://codex.wordpress.org/pt-br:Widgets_em_Temas\">siga estas instruções</a>."
"Inactive Sidebar (not used)","Barra lateral inativa (não usada)"
"This sidebar is no longer available and does not show anywhere on your site. Remove each of the widgets below to fully remove this inactive sidebar.","Essa barra lateral não está mais disponível e não será exibida em nenhuma parte de seu site. Remova cada um dos widgets abaixo para remover completamente essa barra lateral inativa."
"Inactive Widgets","Widgets inativos"
"Drag widgets here to remove them from the sidebar but keep their settings.","Arraste os widgets para cá para removê-los da barra lateral, mas mantendo suas configurações."
"Select both the sidebar for this widget and the position of the widget in that sidebar.","Selecionar a barra lateral para este widget e também a posição do widget na barra lateral."
"Save Widget","Salvar widget"
"Changes saved.","Modificações salvas."
"Error while saving.","Erro ao salvar."
"Error in displaying the widget settings form.","Erro ao mostrar o formulário de configurações do widget."
"Available Widgets","Widgets disponíveis"
"Deactivate","Desativar"
"Drag widgets from here to a sidebar on the right to activate them. Drag widgets back here to deactivate them and delete their settings.","Arraste os widgets daqui para a barra lateral à direita para ativá-los. Arraste os widgets de volta para cá para desativá-los e excluir suas configurações."
"Used by millions, Akismet is quite possibly the best way in the world to <strong>protect your blog from comment and trackback spam</strong>. It keeps your site protected from spam even while you sleep. To get started: 1) Click the \"Activate\" link to the left of this description, 2) <a href=\"http://akismet.com/get/?return=true\">Sign up for an Akismet API key</a>, and 3) Go to your Akismet configuration page, and save your API key.","Usado por milhões, Akismet é possivelmente a melhor forma do mundo de você <strong>proteger seu site de spams em comentários e trackbacks</strong>. Ele mantém seu site protegido de spams mesmo quando você está dormindo. Para começar:  1) Clique no botão \"Ativar\" à esquerda dessa descrição, 2) <a href=\"http://akismet.com/get/?return=true\">Cadastre-se para pegar sua chave API Akismet</a>, e 3) entre em sua página de <a href=\"admin.php?page=akismet-key-config\">Configuração do Akismet</a>, coloque e salve sua chave API."
"This is not just a plugin, it symbolizes the hope and enthusiasm of an entire generation summed up in two words sung most famously by Louis Armstrong: Hello, Dolly. When activated you will randomly see a lyric from <cite>Hello, Dolly</cite> in the upper right of your admin screen on every page.","Isto não é só um plugin, é algo que simboliza a esperança e o entusiamo de uma geração inteira resumida em duas palavras cantadas por Louis Armstrong: Hello, Dolly. Quando ativar este plugin, você verá trechos aleatórios da letra da canção <cite>Hello, Dolly</cite> do lado direito de cada tela de adminstração."
"It looks like you're using an old version of <a href='%s'>%s</a>. For the best WordPress experience, please update your browser.","Parece que você está usando uma versão antiga do <a href='%s'>%s</a>. Para obter uma experiência melhor com o WordPress, atualize seu navegador."
"<a href=\"%s\" class=\"update-browser-link\">Update %s</a> or learn how to <a href=\"%s\" class=\"browse-happy-link\">browse happy</a>","<a href=\"%s\" class=\"update-browser-link\">Atualize %s</a> ou aprenda como <a href=\"%s\" class=\"browse-happy-link\">Browse Happy</a>"
"Welcome to WordPress!","Bem-vindo ao WordPress!"
"We&#8217;ve assembled some links to get you started:","Nós reunimos alguns links para você começar:"
"Get Started","Comece a usar"
"Customize Your Site","Personalize seu Site"
"or, <a href=\"%s\">change your theme completely</a>","ou, <a href=\"%s\">altere seu tema completamente</a>"
"Next Steps","Próximos passos"
"Edit your front page","Edite sua página inicial"
"Add additional pages","Adicione páginas"
"Add a blog post","Adicione um post"
"Write your first blog post","Escreva seu primeiro post"
"Add an About page","Adicione uma página Sobre"
"View your site","Veja seu site"
"More Actions","Mais ações"
"Manage <a href=\"%s\">widgets</a> or <a href=\"%s\">menus</a>","Gerencie <a href=\"%s\">widgets</a> ou <a href=\"%s\">menus</a>"
"Turn comments on or off","Ative ou desative os comentários"
"Learn more about getting started","Aprenda mais sobre como começar"
"http://codex.wordpress.org/First_Steps_With_WordPress","http://codex.wordpress.org/pt-br:Primeiros_Passos_com_o_WordPress"
"No matching users were found!","Nenhum usuário correspondente encontrado!"
"Displaying %s&#8211;%s of %s","Exibindo %s&#8211;%s de %s"
"Main Index Template","Modelo da página principal"
"Visual Editor Stylesheet","Folha de estilos do editor visual"
"Visual Editor RTL Stylesheet","Folha de estilos RTL (direita para esquerda) do Editor Visual"
"RTL Stylesheet","Folha de estilos RTL"
"Popup Comments","Popup de comentários"
"Footer","Rodapé"
"Author Template","Modelo do autor"
"Tag Template","Modelo de tag"
"Category Template","Modelo da Categoria"
"Page Template","Modelo da Página"
"Search Form","Formulário de pesquisa"
"Single Post","Post único"
"404 Template","Modelo de página 404"
"Links Template","Modelo de links"
"Theme Functions","Funções do tema"
"Attachment Template","Modelo de anexos"
"Image Attachment Template","Modelo de anexo de imagem"
"Video Attachment Template","Modelo de anexo de vídeo"
"Audio Attachment Template","Modelo de anexo de audio"
"Application Attachment Template","Modelo de anexo de aplicativo"
"my-hacks.php (legacy hacks support)","my-hacks.php (o antigo arquivo de hacks)"
".htaccess (for rewrite rules )",".htaccess (para regras de reescrita)"
"Comments Template","Modelo de comentários"
"Popup Comments Template","Modelo da popup de comentários"
"%s Page Template","%s Modelo da Página"
"Sorry, can&#8217;t edit files with &#8220;..&#8221; in the name. If you are trying to edit a file in your WordPress home directory, you can just type the name of the file in.","Não foi possível editar arquivos com &#8220;..&#8221; no nome. Se você está tentando editar um arquivo no diretório da home do WordPress, é só preencher o nome do arquivo."
"The uploaded file exceeds the upload_max_filesize directive in php.ini.","O arquivo ultrapassa o limite definido em upload_max_filesize no php.ini."
"The uploaded file exceeds the MAX_FILE_SIZE directive that was specified in the HTML form.","O arquivo enviado excede a diretiva em MAX_FILE_SIZE especificada no formulário HTML."
"The uploaded file was only partially uploaded.","O arquivo foi apenas parcialmente enviado."
"No file was uploaded.","Nenhum arquivo foi enviado."
"Missing a temporary folder.","Faltando uma pasta temporária."
"Failed to write file to disk.","Falha ao gravar o arquivo no disco."
"File upload stopped by extension.","Upload de arquivos parado por extensão."
"Invalid form submission.","Submissão de formulário inválida."
"File is empty. Please upload something more substantial.","O arquivo está vazio. Faça upload de algo mais substancial."
"File is empty. Please upload something more substantial. This error could also be caused by uploads being disabled in your php.ini or by post_max_size being defined as smaller than upload_max_filesize in php.ini.","O arquivo está vazio. Faça o upload de algo mais substancial. Esse erro também pode ter acontecido se os uploads estiverem desativados no seu php.ini ou se a definição de post_max_size for menor que a do upload_max_filesize no php.ini."
"Specified file failed upload test.","O arquivo especificado falhou no teste de envio."
"Sorry, this file type is not permitted for security reasons.","Este tipo de arquivo não é permitido por razões de segurança."
"The uploaded file could not be moved to %s.","O arquivo enviado não pode ser movido para %s."
"The uploaded file exceeds the <code>upload_max_filesize</code> directive in <code>php.ini</code>.","O arquivo excede o definido pela diretiva <code>upload_max_filesize</code> em <code>php.ini</code>."
"The uploaded file exceeds the <em>MAX_FILE_SIZE</em> directive that was specified in the HTML form.","O arquivo enviado excede o definido pela diretiva <em>MAX_FILE_SIZE</em> especificada no formulário HTML."
"File is empty. Please upload something more substantial. This error could also be caused by uploads being disabled in your php.ini.","O arquivo está vazio. Faça upload de algo mais substancial. Esse erro também pode ter acontecido se os uploads estiverem desativados no seu php.ini."
"Specified file does not exist.","O arquivo especificado não existe."
"Invalid URL Provided.","Fornecido URL inválido."
"Could not create Temporary file.","Não foi possível criar o arquivo temporário."
"Incompatible Archive.","Arquivo incompatível."
"Could not retrieve file from archive.","Não foi possível recuperar o arquivo."
"Could not extract file from archive.","Não foi possível extrair o arquivo."
"Could not copy file.","Não foi possível copiar o arquivo."
"Empty archive.","Arquivo vazio."
"<strong>ERROR:</strong> There was an error connecting to the server, Please verify the settings are correct.","<strong>ERRO:</strong> Ocorreu um erro a conectar-se ao servidor. Verifique se as configurações estão corretas."
"Connection Information","Informação de conexão"
"To perform the requested action, WordPress needs to access your web server.","Para executar a ação solicitada, o WordPress precisa acessar seu servidor web."
"Please enter your FTP or SSH credentials to proceed.","Digite suas credenciais de FTP ou SSH para continuar."
"FTP/SSH Username","Nome de usuário de FTP/SSH"
"FTP/SSH Password","Senha de FTP/SSH"
"Please enter your FTP credentials to proceed.","Digite suas credenciais FTP para continuar."
"FTP Username","Nome de usuário de FTP"
"FTP Password","Senha de FTP"
"If you do not remember your credentials, you should contact your web host.","Se você não lembrar suas credenciais, contate seu servidor de hospedagem."
"Hostname","Nome do host"
"Authentication Keys","Chaves de autenticação"
"Public Key:","Chave pública: "
"Private Key:","Chave privada:"
"Enter the location on the server where the keys are located. If a passphrase is needed, enter that in the password field above.","Digite o local no servidor onde as chaves estão localizadas. Se uma frase de entrada for necessária, digite-a no campo de senha acima."
"Connection Type","Tipo de conexão"
"Proceed","Continuar"
"Image data does not exist. Please re-upload the image.","Não há dados da imagem. Reenvie a imagem."
"Crop","Recortar"
"Rotate counter-clockwise","Girar no sentido anti-horário"
"Rotate clockwise","Girar no sentido horário"
"Image rotation is not supported by your web host.","O giro de imagem não é suportado em sua hospedagem."
"Flip vertically","Virar na vertical"
"Flip horizontally","Virar na horizontal"
"Scale Image","Redimensionar a imagem"
"You can proportionally scale the original image. For best results the scaling should be done before performing any other operations on it like crop, rotate, etc. Note that if you make the image larger it may become fuzzy.","Você pode redimensionar proporcionalmente a imagem original. Para melhores resultados isto deve ser feito antes de realizar qualquer outra operação na imagem, como recortá-la, girá-la, etc. Observe que se você aumentar a imagem, ela pode se tornar embaçada."
"Original dimensions %s","Dimensões originais %s"
"Discard any changes and restore the original image.","Descartar quaisquer alterações e restaurar a imagem original."
"Previously edited copies of the image will not be deleted.","Cópias da imagem editadas anteriormente não serão excluídas."
"Restore image","Restaurar imagem"
"Image Crop","Recorte da imagem"
"(help)","(ajuda)"
"The image can be cropped by clicking on it and dragging to select the desired part. While dragging the dimensions of the selection are displayed below.","A imagem pode ser recortada clicando-se nela e arrastando para selecionar a parte desejada. Ao arrastar, as dimensões da seleção são exibidas abaixo."
"Crop Aspect Ratio","Proporção do recorte"
"You can specify the crop selection aspect ratio then hold down the Shift key while dragging to lock it. The values can be 1:1 (square), 4:3, 16:9, etc. If there is a selection, specifying aspect ratio will set it immediately.","Você pode especificar a proporção da seleção a ser recortada e então segurar a tecla Shift ao arrastar para travá-la. Os valores podem ser 1:1 (quadrado), 4:3, 16:9, etc. Se houver uma seleção, ao especificar uma proporção ela será aplicada imediatamente."
"Crop Selection","Seleção do recorte"
"Once started, the selection can be adjusted by entering new values (in pixels). Note that these values are scaled to approximately match the original image dimensions. The minimum selection size equals the thumbnail size as set in the Media settings.","Uma vez iniciada, a seleção pode ser ajustada inserindo-se novos valores (em pixels). Observe que estes valores são redimensionados para corresponderem aproximadamente às dimensões originais da imagem. O tamanho mínimo da seleção equivale ao tamanho da miniatura conforme as Configurações de Mídia."
"Aspect ratio:","Proporção:"
"Selection:","Seleção:"
"Thumbnail Settings","Configurações de miniatura"
"The thumbnail image can be cropped differently. For example it can be square or contain only a portion of the original image to showcase it better. Here you can select whether to apply changes to all image sizes or make the thumbnail different.","A miniatura pode ser recortada diferentemente. Por exemplo, ela pode ser quadrada e conter apenas uma parte da imagem original para exibi-la melhor. Aqui você pode optar entre aplicar todas as alterações a todas as imagens ou tornar a miniatura diferente."
"Current thumbnail","Miniatura Atual"
"Apply changes to:","Aplicar alterações a:"
"All image sizes","Todos tamanhos de imagens"
"All sizes except thumbnail","Todos os tamanhos exceto a miniatura"
"There are unsaved changes that will be lost. 'OK' to continue, 'Cancel' to return to the Image Editor.","Há mudanças não-salvas que serão perdidas. 'Ok' para continuar, 'Cancelar' para retornar ao Editor de Imagem."
"$image needs to be an WP_Image_Editor object","$image precisa ser um objeto do WP_Image_Editor"
"Cannot load image metadata.","Não é possível carregar metadados da imagem."
"Cannot save image metadata.","Não é possível salvar os metadados da imagem."
"Image metadata is inconsistent.","Os metadados da imagem são inconsistentes."
"Image restored successfully.","Imagem restaurada com sucesso."
"Unable to create new image.","Não foi possível criar nova imagem."
"Error while saving the scaled image. Please reload the page and try again.","Erro ao redimensionar a imagem. Recarregue a página e tente novamente."
"Nothing to save, the image has not changed.","Não há nada para salvar, a imagem não foi alterada."
"Unable to save the image.","Não foi possível salvar a imagem."
"Image saved","Imagem salva"
"Install the Blogger importer to import posts, comments, and users from a Blogger blog.","Instale o importador do Blogger para importar posts, comentários e usuários de um blog Blogger."
"Categories and Tags Converter","Conversor de Categorias e Tags"
"Install the category/tag converter to convert existing categories to tags or tags to categories, selectively.","Instale o Conversor de Categorias e Tags para coverter categorias existentes para tags, ou tags para categorias, seletivamente."
"Install the LiveJournal importer to import posts from LiveJournal using their API.","Instalar o importador do LiveJournal para importar posts do LiveJournal usando sua API."
"Movable Type and TypePad","Movable Type e TypePad"
"Install the Movable Type importer to import posts and comments from a Movable Type or TypePad blog.","Instale o importador do Movable Type para importar posts e comentários de um blog Movable Type ou Typepad."
"Blogroll","Lista de Links"
"Install the blogroll importer to import links in OPML format.","Instalar o importador de lista de links para importar links no formato OPML."
"Install the RSS importer to import posts from an RSS feed.","Instalar o impostador de RSS para importar de um feed RSS"
"Install the Tumblr importer to import posts &amp; media from Tumblr using their API.","Instale o importador Tumblr para importar posts e mídias do Tumblr usando a API deles."
"Install the WordPress importer to import posts, pages, comments, custom fields, categories, and tags from a WordPress export file.","Instalar o importador do WordPress para importar posts, páginas, comentários, campos personalizados, categorias e tags de um arquivo de exportação do WordPress."
"From Computer","Do computador"
"From URL","De um URL"
"Gallery (%s)","Galeria (%s)"
"File URL","URL do arquivo"
"Attachment Post URL","URL de Anexo de Post"
"Empty Title filled from filename.","O título vazio foi preenchido a partir do nome do arquivo."
"Location of the uploaded file.","Local do arquivo enviado."
"Alt text for the image, e.g. &#8220;The Mona Lisa&#8221;","Texto alternativo para a imagem, por exemplo &#8220;The Mona Lisa&#8221;"
"Show","Mostrar"
"Hide","Esconder"
"File name:","Nome do arquivo:"
"File type:","Tipo do arquivo:"
"Upload date:","Data de upload:"
"Dimensions:","Dimensões:"
"Insert into Post","Inserir no post"
"You are about to delete <strong>%s</strong>.","Você está prestes a excluir <strong>%s</strong>."
"Continue","Continuar"
"Drop files here","Solte os arquivos aqui"
"or","ou"
"Your browser has some limitations uploading large files with the multi-file uploader. Please use the browser uploader for files over 100MB.","O seu navegador possui algumas limitações para fazer upload de arquivos grandes com o uploader de múltiplos arquivos. Use o uploader do navegador para arquivos maiores que 100MB."
"Add media files from your computer","Adicionar arquivos de mídia do seu computador"
"Save all changes","Salvar todas as mudanças"
"Insert media from another website","Inserir mídia de outro site"
"All Tabs:","Todas as Abas:"
"Sort Order:","Organizar:"
"Ascending","Ascendente"
"Descending","Descendente"
"Link thumbnails to:","Link das miniaturas para:"
"Image File","Arquivo de Imagem"
"Order images by:","Ordenar imagens por:"
"Menu order","Ordem do menu"
"Date/Time","Data/Hora"
"Order:","Ordem:"
"Gallery columns:","Colunas da galeria:"
"Update gallery settings","Atualizar configurações da galeria"
"Search Media","Pesquisar mídia"
"All Types","Todos os Tipos"
"Filter &#187;","Filtro &raquo;"
"Image Caption","Descrição da imagem"
"Audio, Video, or Other File","Áudio, Vídeo ou outro arquivo"
"Link text, e.g. &#8220;Ransom Demands (PDF)&#8221;","Texto do link, por exemplo &#8220;Pensamentos (PDF)&#8221;"
"Link Image To:","Link da imagem para:"
"Link to image","Link para imagem"
"You are using the multi-file uploader. Problems? Try the <a href=\"%s\" target=\"%s\">browser uploader</a> instead.","Você está usando o uploader de múltiplos arquivos. Problemas? Tente usar o <a href=\"%s\" target=\"%s\">uploader do navegador</a> "
"You are using the browser&#8217;s built-in file uploader. The WordPress uploader includes multiple file selection and drag and drop capability. <a href=\"#\">Switch to the multi-file uploader</a>.","Você está usando o uploader nativo do navegador. O uploader WordPress inclui seleção múltiplas de arquivos e a habilidade de arrastar e soltar. <a href=\"#\">Troque para o uploader de múltiplos arquivos</a>."
"Scale images to match the large size selected in %simage options%s (%s3$d &times; %s4$d).","Redimensione imagens para coincidir o tamanho maior selecionado em %simage  options%s (%s3$d &times; %s4$d)."
"Sorry, you have used all of your storage quota of %s MB.","Você usou toda sua cota de armazenamento de %s MB."
"File URL:","URL do arquivo:"
"You do not have sufficient permissions to access this page.","Sem permissões suficientes para acessar esta página."
"Preview Changes","Visualizar Alterações"
"Visibility:","Visibilidade:"
"Password protected","Protegida por senha"
"Stick this post to the front page","Fixar este post na página inicial"
"Scheduled for: <b>%s</b>","Agendado para: <b>%s</b>"
"Published on: <b>%s</b>","Publicado em: <b>%s</b>"
"Publish <b>immediately</b>","Publicar <b>imediatamente</b>"
"Schedule for: <b>%s</b>","Agendado para: <b>%s</b>"
"Publish on: <b>%s</b>","Publicar em: <b>%s</b>"
"Uploaded on: <b>%s</b>","Upload feito em: <b>%s</b>"
"Most Used","Mais usadas"
"Excerpts are optional hand-crafted summaries of your content that can be used in your theme. <a href=\"http://codex.wordpress.org/Excerpt\" target=\"_blank\">Learn more about manual excerpts.</a>","Resumos são pequenas descrições opcionais do conteúdo do seu post feitas manualmente, que podem ser usadas em seu tema. <a href=\"http://codex.wordpress.org/pt-br:Resumo\" target=\"_blank\">Aprenda mais sobre resumos manuais.</a>"
"Already pinged:","Pings já executados:"
"Send trackbacks to:","Enviar trackbacks para:"
"Separate multiple URLs with spaces","Separe vários URLs com espaços"
"Trackbacks are a way to notify legacy blog systems that you&#8217;ve linked to them. If you link other WordPress sites they&#8217;ll be notified automatically using <a href=\"http://codex.wordpress.org/Introduction_to_Blogging#Managing_Comments\" target=\"_blank\">pingbacks</a>, no other action necessary.","Os trackbacks são formas de noficar sistemas de blog obsoletos que você criou um link para eles. Se você criar links para outros sites WordPress eles serão notificados automaticamente usando <a href=\"http://codex.wordpress.org/Introduction_to_Blogging#Managing_Comments\" target=\"_blank\">pingbacks</a>, nenhuma outra ação é necessária."
"Custom fields can be used to add extra metadata to a post that you can <a href=\"http://codex.wordpress.org/Using_Custom_Fields\" target=\"_blank\">use in your theme</a>.","Os campos personalizados podem ser usados para adicionar metadados adicionais a um post, que você pode <a href=\"http://codex.wordpress.org/pt-br:Campos_Personalizados\" target=\"_blank\">usar no seu tema</a>."
"Allow comments.","Permitir comentários."
"Allow <a href=\"%s\" target=\"_blank\">trackbacks and pingbacks</a> on this page.","Permitir <a href=\"%s\" target=\"_blank\">trackbacks e  pingbacks</a> nesta página."
"http://codex.wordpress.org/Introduction_to_Blogging#Managing_Comments","http://codex.wordpress.org/pt-br:Modera%sC3%sA7%sC3%sA3o_de_Coment%sC3%sA1rios"
"Add comment","Adicionar comentário"
"Show comments","Mostrar os comentários"
"(no parent)","(sem mãe)"
"Need help? Use the Help tab in the upper right of your screen.","Necessita ajuda? Use a aba Ajuda na parte superior direita de sua tela."
"Visit Link","Visitar link"
"Keep this link private","Manter este link privado"
"You are about to delete this link '%s'\n 'Cancel' to stop, 'OK' to delete.","Você está prestes a excluir este link: '%s'.\n 'Cancelar' para interromper, 'OK' para excluir."
"+ Add New Category","+ Adicionar nova categoria"
"New category name","Nome da nova categoria"
"<code>_blank</code> &mdash; new window or tab.","<code>_blank</code> &mdash; nova janela ou aba."
"<code>_top</code> &mdash; current window or tab, with no frames.","<code>_top</code> &mdash; janela ou aba atual, sem frames."
"<code>_none</code> &mdash; same window or tab.","<code>_none</code> &mdash; mesma janela ou aba."
"Choose the target frame for your link.","Escolha o frame de destino para seu link."
"rel:","Relação (rel):"
"identity","Relação de Identidade "
"another web address of mine","meu outro endereço na internet"
"friendship","amizade"
"contact","contato"
"acquaintance","conhecido"
"friend","amigo(a)"
"physical","físico"
"met","conhecido"
"professional","profissional"
"co-worker","colega de trabalho"
"colleague","colega"
"geographical","geográfico"
"co-resident","mora comigo"
"neighbor","vizinho(a)"
"family","família"
"child","filho(a)"
"kin","familiar"
"parent","pai/mãe"
"sibling","irmã(o)"
"spouse","cônjuge"
"romantic","romântico"
"muse","musa"
"crush","paixão"
"date","namorado(a)"
"sweetheart","querido(a)"
"If the link is to a person, you can specify your relationship with them using the above form. If you would like to learn more about the idea check out <a href=\"http://gmpg.org/xfn/\">XFN</a>.","Se o link é para uma pessoa, você pode especificar a sua relação com ela usando o formulário acima. Se você quiser saber mais sobre esta idéia consulte <a href=\"http://gmpg.org/xfn/\">XFN</a>."
"Image Address","Endereço da Imagem"
"RSS Address","Endereço do Feed RSS"
"Notes","Notas"
