"Create Menus","Tworzenie menu"
"Removing and Reusing","Usuwanie i przywracanie"
"You can assign keywords to your posts using <strong>tags</strong>. Unlike categories, tags have no hierarchy, meaning there&#8217;s no relationship from one tag to another.","Do wpisów można przypisać słowa kluczowe, zwane <strong>tagami</strong>. W przeciwieństwie do kategorii tagi nie mogą zostać uporządkowane w hierarchię, co oznacza, że nie istnieją między nimi żadne zależności."
"Missing Widgets","Brakujące widgety"
"You can manage comments made on your site similar to the way you manage posts and other content. This screen is customizable in the same ways as other management screens, and you can act on comments using the on-hover action links or the Bulk Actions.","Komentarzami zarządza się w podobny sposób jak wpisami i innymi treściami, podobnie też dostosowuje się ten ekran. Działania na komentarzach można wykonywać przy pomocy odnośników, które pojawiają się po umieszczeniu wskaźnika myszy nad wybranym komentarzem lub przy pomocy menu „Masowe działania”."
"In the <strong>Author</strong> column, in addition to the author&#8217;s name, email address, and blog URL, the commenter&#8217;s IP address is shown. Clicking on this link will show you all the comments made from this IP address.","W kolumnie <strong>Autor</strong>, poza podpisem, adresem e-mail i adresem URL blogu osoby komentującej, widoczny jest także jej adres IP. Kliknięcie adresu IP spowoduje wyświetlenie wszystkich komentarzy, jakie zostały z niego wysłane."
"Links in the Toolbar at the top of the screen connect your dashboard and the front end of your site, and provide access to your profile and helpful WordPress information.","Odnośniki na pasku narzędzi, który znajduje się u góry ekranu, pozwalają na dostęp zarówno do kokpitu, jak i do właściwej witryny, a także umożliwiają dostęp do ekranu edycji Twojego profilu i pomocnych informacji o WordPressie."
"Deleting Links","Usuwanie odnośników"
"Hovering over a row reveals action links: Edit, Delete Permanently, and View. Clicking Edit or on the media file&#8217;s name displays a simple screen to edit that individual file&#8217;s metadata. Clicking Delete Permanently will delete the file from the media library (as well as from any posts to which it is currently attached). View will take you to the display page for that file.","Umieszczenie wskaźnika myszy nad jedną z pozycji spowoduje wyświetlenie następujących odnośników: „Edytuj”, „Usuń na zawsze” i „Zobacz”. Kliknięcie „Edytuj” lub tytułu wybranego pliku spowoduje przejście do ekranu, który umożliwia edycję metadanych tego pliku. Kliknięcie „Usuń na zawsze” spowoduje usunięcie pliku z biblioteki, a także ze wszystkich wpisów, do których go załączono. Kliknięcie „Zobacz” przeniesie Cię na stronę wybranego pliku."
"Managing pages is very similar to managing posts, and the screens can be customized in the same way.","Zarządzanie stronami jest bardzo podobne do zarządzania wpisami, a ich ekrany mogą zostać dostosowane do potrzeb w taki sam sposób."
"You can also perform the same types of actions, including narrowing the list by using the filters, acting on a page using the action links that appear when you hover over a row, or using the Bulk Actions menu to edit the metadata for multiple pages at once.","Na stronach mogą być wykonywane te same działania, co na wpisach: można filtrować listę, tak aby wyświetlane były tylko strony zgodne z danymi kryteriami i zarządzać stronami przy pomocy odnośników, które pojawiają się po umieszczeniu wskaźnika myszy nad jedną z nich lub wieloma jednocześnie przy pomocy menu „Masowe działania”."
"If a media file has not been attached to any post, you will see that in the Attached To column, and can click on Attach File to launch a small popup that will allow you to search for a post and attach the file.","Jeśli jakiś plik nie został załączony do żadnego wpisu, informacja o tym pojawi się w kolumnie „Załączony do”, a kliknięcie odnośnika „Załącz” spowoduje wyświetlenie małego okna, przy pomocy którego można wyszukać wpis i załączyć plik do niego."
"All the files you&#8217;ve uploaded are listed in the Media Library, with the most recent uploads listed first. You can use the Screen Options tab to customize the display of this screen.","Wszystkie pliki, które zostały wysłane na serwer są wyświetlane w bibliotece mediów. Najnowsze z nich wyświetlane są na samej górze. Możesz użyć karty „Opcje ekranu”, aby dostosować ten ekran do własnych potrzeb."
"Pages are similar to posts in that they have a title, body text, and associated metadata, but they are different in that they are not part of the chronological blog stream, kind of like permanent posts. Pages are not categorized or tagged, but can have a hierarchy. You can nest pages under other pages by making one the &#8220;Parent&#8221; of the other, creating a group of pages.","Strony są pod paroma względami podobne do wpisów, ponieważ i one mają tytuł, treść i pewne metadane, jednak różnią się one od nich tym, że nie pojawiają się tam, gdzie pojawiają się wpisy, tylko mają swoje stałe miejsca. Strony nie mogą być kategoryzowane ani tagowane, ale mogą zostać uporządkowane w hierarchię – mogą być podstronami innych stron."
"Many people take advantage of keyboard shortcuts to moderate their comments more quickly. Use the link to the side to learn more.","Wielu ludzi używa skrótów klawiaturowych, aby moderować komentarze szybciej. Kliknij odnośnik, który znajduje się po prawej stronie, aby dowiedzieć się więcej."
"In the <strong>Comment</strong> column, above each comment it says &#8220;Submitted on,&#8221; followed by the date and time the comment was left on your site. Clicking on the date/time link will take you to that comment on your live site. Hovering over any comment gives you options to approve, reply (and approve), quick edit, edit, spam mark, or trash that comment.","W kolumnie <strong>Komentarz</strong> nad każdym komentarzem znajduje się napis „Wysłany”, po którym umieszczona jest data i czas wysłania komentarza na witrynę. Kliknięcie tych daty i czasu spowoduje przejście do komentarza na witrynie. Umieszczenie wskaźnika myszy nad dowolnym komentarzem spowoduje wyświetlenie odnośników, które pozwalają na zatwierdzenie, odpowiedź na (i zatwierdzenie), szybką edycję, edycję, oznaczenie jako spam lub usunięcie go."
"Links may be separated into Link Categories; these are different than the categories used on your posts.","Odnośniki mogą zostać podzielone na kategorie, które są niezależne od kategorii wpisów."
"<a href=\"%s\">Learn more about WordPress %s</a>.","<a href=\"%s\">Dowiedz się więcej o WordPressie %s</a>."
"Managing Pages","Zarządzanie stronami"
"You can hide/display columns based on your needs and decide how many users to list per screen using the Screen Options tab.","Możesz wybrać, które kolumny mają zostać ukryte, a które mają być wyświetlane, a także ilu użytkowników ma być wyświetlanych na jednej stronie, przy pomocy karty „Opcje ekranu”."
"<strong>Preview</strong> will show you what your draft post will look like if you publish it. View will take you to your live site to view the post. Which link is available depends on your post&#8217;s status.","<strong>Podgląd</strong> dostępny jest tylko do szkiców i umożliwia zobaczenie, jak wpis będzie wyglądał po publikacji. Kliknięcie <strong>Zobacz</strong> przenosi na witrynę do opublikowanego wpisu."
"Hovering over a row in the users list will display action links that allow you to manage users. You can perform the following actions:","Umieszczenie wskaźnika myszy nad wybraną pozycją listy użytkowników spowoduje wyświetlenie odnośników, które pozwalają na zarządzanie użytkownikami. Dostępne są następujące działania:"
"<strong>Trash</strong> removes your post from this list and places it in the trash, from which you can permanently delete it.","<strong>Kosz</strong> usuwa wpis z tej listy i przenosi go do kosza, skąd można go usunąć na zawsze."
"<strong>Quick Edit</strong> provides inline access to the metadata of your post, allowing you to update post details without leaving this screen.","<strong>Szybka edycja</strong> umożliwia edycję metadanych wpisu bez opuszczania tego ekranu."
"<strong>Edit</strong> takes you to the editing screen for that post. You can also reach that screen by clicking on the post title.","<strong>Edytuj</strong> przenosi na ekran edycji wpisu. To samo dzieje się po kliknięciu tytułu wpisu."
"Edit takes you to the editable profile screen for that user. You can also reach that screen by clicking on the username.","Kliknięcie „Edytuj” spowoduje przejście do ekranu, na którym możliwa jest zmiana ustawień konta wybranego użytkownika. Przejść do tego ekranu można również poprzez kliknięcie nazwy wybranego użytkownika."
"You can view all posts made by a user by clicking on the number under the Posts column.","Możesz zobaczyć wykaz wpisów autorstwa danego użytkownika po kliknięciu liczby wpisów znajdującej się przy jego nazwie w kolumnie „Wpisy”."
"Because this is a multisite installation, you may add accounts that already exist on the Network by specifying a username or email, and defining a role. For more options, such as specifying a password, you have to be a Network Administrator and use the hover link under an existing user&#8217;s name to Edit the user profile under Network Admin > All Users.","Ponieważ ta kopia WordPressa obsługuje sieć witryn, do tej witryny możesz dodać konto użytkownika, które już istnieje w tej sieci. W tym celu podaj nazwę lub adres e-mail użytkownika, którego chcesz dodać do witryny, a następnie wybierz jedną z ról, którą chcesz nadać dodawanemu kontu. Dostęp do większej liczby funkcji, takich jak możliwości ustawienia hasła, mają tylko administratorzy sieci. Mogą oni także modyfikować profile użytkowników po kliknięciu odnośnika „Edytuj”, który pojawi się po umieszczeniu wskaźnika myszy nad pozycją z nazwą wybranego użytkownika na liście użytkowników na ekranie „Administracja siecią → Wszyscy użytkownicy”."
"Likely direct inclusion of wp-admin/includes/template.php in order to use add_meta_box(). This is very wrong. Hook the add_meta_box() call into the add_meta_boxes action instead.","Wykryto prawdopodobną próbę dołączenia pliku wp-admin/includes/template.php, aby użyć funkcji add_meta_box(). Takie działanie nie jest zalecane. Zamiast tego umieść wywołanie funkcji add_meta_box() w funkcji obsługującej rozszerzenia (ang. „hook”) add_meta_boxes."
"Welcome to WordPress %s","Witaj w WordPressie %s"
"Go to Dashboard &rarr; Home","Przejdź do kokpitu"
"Return to Dashboard &rarr; Updates","Powróć na stronę „Kokpit → Aktualizacje”"
"WordPress is created by a worldwide team of passionate individuals.","WordPress jest tworzony przez wolontariuszy z całego świata."
"We&#8217;ve combined the admin bar and the old Dashboard header into one persistent toolbar. Hover over the toolbar items to see what&#8217;s new.","Połączyliśmy pasek administratora i nagłówek kokpitu w jeden, pozostający cały czas na ekranie pasek narzędzi. Umieść wskaźnik myszy nad jego elementami, aby dowiedzieć się, co oferuje."
"New Feature: Saving Widgets","Nowa funkcja: zapisywanie widgetów"
"Network Admin is now located in the My Sites menu.","Pozycja „Administracja siecią” znajduje się teraz w menu „Moje witryny”."
"If you change your mind and revert to your previous theme, we&#8217;ll put the widgets back the way you had them.","Jeśli rozmyślisz się i przywrócisz poprzednio używany motyw, przywrócimy wszystkie widgety na miejsca, na których znajdowały się podczas ostatniego używania danego motywu."
"New Feature: Toolbar","Nowa funkcja: pasek narzędzi"
"Core Developers","Programiści"
"Under the Hood","Pod maską"
"Customize Your Site","Spersonalizuj swoją witrynę"
"Your browser has some limitations uploading large files with the multi-file uploader. Please use the browser uploader for files over 100MB.","Twoja przeglądarka ma pewne ograniczenia dotyczące wysyłania plików o dużym rozmiarze przy pomocy skryptu pozwalającego na wysyłanie wielu plików naraz. Jeśli pliki, które chcesz wysłać, są większe niż 100MB, proszę użyć skryptu opartego na HTML-u."
"Profile updated.","Profil został zaktualizowany."
"Hi,\n\nYou've been invited to join '%s' at\n%s with the role of %s.\n\nPlease click the following link to confirm the invite:\n%s","Cześć,\n\nOtrzymano zaproszenie do współtworzenia witryny „%s”,\nktóra znajduje się pod adresem %s, jako %s.\n\nKliknij ten odnośnik, jeśli chcesz zaakceptować to zaproszenie:\n%s"
"Core Developer","Programista"
"The package could not be installed.","Paczka nie mogła zostać zainstalowana."
"The plugin contains no files.","Paczka tej wtyczki nie zawiera żadnych plików."
"No valid plugins were found.","Nie znaleziono odpowiednio przygotowanych wtyczek."
"The theme is missing the <code>style.css</code> stylesheet.","Motywowi brakuje pliku <code>style.css</code>."
"The theme is missing the <code>index.php</code> file.","Motywowi brakuje pliku <code>index.php</code>."
"The <code>style.css</code> stylesheet doesn't contain a valid theme header.","Plik <code>style.css</code> motywu nie zawiera prawidłowego nagłówka."
"Attachment Post URL","Adres URL tego załącznika"
"or","lub"
"Drop files here","Upuść pliki nad tym polem"
"%s plugins","Liczba wtyczek: %s"
"%s plugin","Liczba wtyczek: %s"
"Successfully optimized the %s table.","Zoptymalizowano tabelę „%s”."
"Failed to optimize the %s table. Error: %s","Nie udało się zoptymalizować tabeli „%s” – błąd: %s"
"Successfully repaired the %s table.","Naprawiono tabelę „%s”."
"The %s table is already optimized.","Tabela „%s” jest już zoptymalizowana."
"The %s table is okay.","Tabela „%s” nie wymaga naprawy."
"View version %s details","Zobacz informacje o wersji %s"
"Install the Tumblr importer to import posts &amp; media from Tumblr using their API.","Zainstaluj ten importer, aby móc zaimportować wpisy i media z Tumblra przy pomocy jego API."
"<a href=\"%s\" class=\"update-browser-link\">Update %s</a> or learn how to <a href=\"%s\" class=\"browse-happy-link\">browse happy</a>","<a href=\"%s\" class=\"update-browser-link\">Zaktualizuj program &#8222;%s&#8221;</a> lub dowiedz się jak <a href=\"%s\" class=\"browse-happy-link\">surfować bez zmartwień</a>"
"Scale images to match the large size selected in %simage options%s (%s3$d &times; %s4$d).","Skaluj obrazki do „dużego rozmiaru” podanego w %sopcjach obrazka%s (%s3$d &times; %s4$d)."
"Audio, Video, or Other File","Plik dźwiękowy, z filmem lub innego rodzaju"
"Insert media from another website","Wstaw medium z innej witryny"
"<strong>ERROR</strong>: options page not found.","<strong>BŁĄD</strong>: Strona z ustawieniami nie została znaleziona."
"<strong>ERROR:</strong> There was an error connecting to the server, Please verify the settings are correct.","<strong>BŁĄD:</strong> Wystąpił błąd podczas łączenia się z serwerem. Proszę sprawdzić, czy wprowadzone ustawienia są prawidłowe."
"ERROR: you are replying to a comment on a draft post.","BŁĄD: Nie można odpowiadać na komentarze do szkiców wpisów."
"ERROR: please type a comment.","BŁĄD: Proszę wpisać komentarz."
"<strong>Other WordPress News</strong> - Shows the <a href=\"http://planet.wordpress.org\" target=\"_blank\">WordPress Planet</a> feed. You can configure it to show a different feed of your choosing.","<strong>Pozostałe nowości dotyczące WordPressa</strong> – Wyświetla zawartość kanału „<a href=\"http://planet.wordpress.org\" target=\"_blank\">WordPress Planet</a>”. Możesz ustawić go tak, aby wyświetlany był dowolny inny kanał z nowościami."
"The left-hand navigation menu provides links to all of the WordPress administration screens, with submenu items displayed on hover. You can minimize this menu to a narrow icon strip by clicking on the Collapse Menu arrow at the bottom.","W menu, które znajduje się po lewej stronie ekranu, wyświetlane są odnośniki do wszystkich ekranów panelu administracyjnego. Aby zobaczyć dostępne podmenu, umieść wskaźnik myszy nad dowolną z jego pozycji. Jeśli chcesz zwinąć to menu w wąski pasek, kliknij strzałkę podpisaną „Zwiń menu”, znajdującą się u jego dołu."
"<strong>Drag and Drop</strong> - To rearrange the boxes, drag and drop by clicking on the title bar of the selected box and releasing when you see a gray dotted-line rectangle appear in the location you want to place the box.","<strong>Przeciąganie i upuszczanie</strong> – Aby zmienić ułożenie modułów, można przeciągnąć je na inne miejsca. Aby to zrobić, należy umieścić wskaźnik myszy nad paskiem tytułu wybranego modułu, kliknąć i przytrzymać przycisk myszy, a następnie przeciągnąć moduł w docelowe miejsce. Podczas przenoszenia modułów wyświetlane jest szare pole o przerywanym obramowaniu, które wskazuje gdzie umieszczony zostanie moduł, jeśli w danej chwili puszczony zostanie przycisk myszy."
"You can use the following controls to arrange your Dashboard screen to suit your workflow. This is true on most other administration screens as well.","Przy pomocy poniżej wymienionych metod można dostosować ten ekran do własnych upodobań. Podobne ustawienia znajdują się na większości pozostałych ekranów kokpitu."
"<strong>WordPress Blog</strong> - Latest news from the official WordPress project.","<strong>Blog o rozwoju WordPressa</strong> – Najnowsze informacje od twórców WordPressa."
"<strong>Screen Options</strong> - Use the Screen Options tab to choose which Dashboard boxes to show, and how many columns to display.","<strong>Opcje ekranu</strong> – Na tej karcie wybrać można wyświetlane moduły oraz liczbę kolumn, w których można je umieścić."
"Overview","Przegląd"
"Updates %s","Aktualizacje %s"
"Search results for &#8220;%s&#8221;","Wyniki wyszukiwania dla zapytania &#8222;%s&#8221;"
"You can&#8217;t give users that role.","Nie możesz nadawać użytkownikom tej roli."
"Update Available <span class=\"count\">(%s)</span>","Dostępne aktualizacje <span class=\"count\">(%s)</span>"
"Click to view entire list of files which will be deleted","Kliknij tutaj, aby wyświetlić listę plików, które zostaną usunięte"
"<strong>%s</strong> by <em>%s</em>","<strong>%s</strong>, autorzy: <em>%s</em>"
"Caution:","Uwaga:"
"Add New User","Dodaj nowego użytkownika"
"You do not have sufficient permissions to manage options for this site.","Nie posiadasz wystarczających uprawnień, by zarządzać ustawieniami tej witryny."
"Editor","Redaktor"
"Installed Plugins","Zainstalowane wtyczki"
"Confirm Deletion","Potwierdź usuwanie"
"Deactivate","Wyłącz"
"Version %s","Wersja %s"
"By %s","Autor: %s"
"User added.","Konto użytkownika zostało dodane."
"View","Zobacz"
"Super Admin","Superadministrator"
"You can&#8217;t remove users.","Nie możesz usuwać kont użytkowników."
"<a href=\"http://wordpress.org/support/\" target=\"_blank\">Support Forums</a>","<a href=\"http://pl.forums.wordpress.org/\" target=\"_blank\">Forum pomocy</a>"
"Settings saved.","Ustawienia zostały zapisane."
"Changed roles.","Role zostały pomyślnie zmienione."
"User removed from this site.","Użytkownik został usunięty z tej witryny."
"Search Users","Szukaj użytkowników"
"Add Existing User","Dodaj zarejestrowanego użytkownika"
"Role","Rola"
"All <span class=\"count\">(%s)</span>","Wszystkie <span class=\"count\">(%s)</span>"
"For more information:","Więcej informacji:"
"Delete","Usuń"
"All Users","Wszyscy użytkownicy"
"Attributes","Atrybuty"
"Install","Zainstaluj"
"Plugins %s","Wtyczki %s"
"Delete Site","Usuń witrynę"
"About Pages","O stronach"
"Customizing This Display","Personalizacja tego ekranu"
"Title and Post Editor","Pole tytułu i edytor wpisu"
"<a href=\"http://codex.wordpress.org/Posts_Tags_Screen\" target=\"_blank\">Documentation on Tags</a>","<a href=\"http://codex.wordpress.org/Posts_Tags_Screen\" target=\"_blank\">Dokumentacja dot. tagów</a>"
"Note: Neither of these options blocks access to your site &mdash; it is up to search engines to honor your request.","Uwaga: Żadna z tych opcji nie blokuje dostępu do Twojej witryny &mdash; to, czy Twoja prośba zostanie uszanowana, zależy od wyszukiwarki."
"Post name","Nazwa wpisu"
"sample-post","przykladowy-wpis"
"archives","archiwa"
"This importer is not installed. Please install importers from <a href=\"%s\">the main site</a>.","Ten importer nie jest zainstalowany. Zainstaluj importery ze <a href=\"%s\">strony głównej</a>."
"Site Address (URL)","Adres URL witryny"
"E-mail Address","Adres e-mail"
"WordPress Address (URL)","Adres URL WordPressa"
"Site Language","Język witryny"
"Attempt to notify any blogs linked to from the article","Spróbuj powiadomić wszystkie blogi, do których odnośniki zostały umieszczone w artykule"
"Hi,\nYou've been invited to join '%s' at\n%s with the role of %s.\nIf you do not want to join this site please ignore\nthis email. This invitation will expire in a few days.\n\nPlease click the following link to activate your user account:\n%s%s","Cześć,\nZaproszono Cię do współtworzenia witryny '%s' w sieci\n%s jako %s.\nJeśli nie chcesz tego robić, zignoruj tego e-maila.\nTo zaproszenie wygaśnie za kilka dni.\n\nProszę kliknąć poniższy odnośnik, aby aktywować swoje konto:\n%s%s"
"Plugins extend and expand the functionality of WordPress. You may automatically install plugins from the <a href=\"http://wordpress.org/extend/plugins/\">WordPress Plugin Directory</a> or upload a plugin in .zip format via <a href=\"%s\">this page</a>.","Wtyczki dodają do WordPressa nowe funkcje. Możesz zainstalować wtyczki z <a href=\"http://wordpress.org/extend/plugins/\">katalogu wtyczek WordPressa</a> przy pomocy automatycznego instalatora lub wysłać na serwer wtyczkę w formacie .zip, korzystając z <a href=\"%s\">tej strony</a>."
"Full Width Template","Szablon wykorzystujący całą szerokość ekranu"
"Post Formats","Formaty wpisów"
"Featured Images","Ikony wpisów"
"Featured Image Header","Ikona wpisu w postaci nagłówka"
"It looks like you're using an old version of <a href='%s'>%s</a>. For the best WordPress experience, please update your browser.","Wygląda na to, że używasz starej wersji przeglądarki &#8222;<a href='%s'>%s</a>&#8221;. Aby w pełni cieszyć się WordPressem, proszę zaktualizować swoją przeglądarkę."
"It looks like you're using an insecure version of <a href='%s'>%s</a>. Using an outdated browser makes your computer unsafe. For the best WordPress experience, please update your browser.","Wygląda na to, że używasz wersji przeglądarki &#8222;<a href='%s'>%s</a>&#8221;, która posiada luki w zabezpieczeniach. Używanie nieaktualnej przeglądarki naraża Twój komputer na niebezpieczeństwo. Aby w pełni cieszyć się WordPressem, proszę zaktualizować swoją przeglądarkę."
"There are some invalid menu items. Please check or delete them.","Nazwy niektórych elementów menu są nieprawidłowe. Proszę je poprawić lub usunąć."
"%s (Invalid)","%s (nieprawidłowa)"
"[%s] Your site invite","[%s] Zaproszenie na witrynę"
"Icon Design","Projekt ikon"
"You can find additional themes for your site by using the Theme Browser/Installer on this screen, which will display themes from the <a href=\"%s\" target=\"_blank\">WordPress.org Theme Directory</a>. These themes are designed and developed by third parties, are available free of charge, and are compatible with the license WordPress uses.","Możesz znaleźć dodatkowe motywy dla swojej witryny przy pomocy przeglądarki/instalatora na tym ekranie, który wyświetla motywy z <a href=\"%s\" target=\"_blank\">katalogu motywów WordPressa</a>. Motywy te są projektowane i zaprogramowywane przez osoby trzecie, dostępne nieodpłatnie i zgodne z licencją WordPressa."
"If you would like to see more themes to choose from, click on the &#8220;Install Themes&#8221; tab and you will be able to browse or search for additional themes from the <a href=\"%s\" target=\"_blank\">WordPress.org Theme Directory</a>. Themes in the WordPress.org Theme Directory are designed and developed by third parties, and are compatible with the license WordPress uses. Oh, and they&#8217;re free!","Jeśli chcesz zainstalować więcej motywów, kliknij kartę &#8222;Zainstaluj motywy&#8221;, aby przejść do ekranu, na którym możesz przejrzeć lub przeszukać <a href=\"%s\" target=\"_blank\">katalog motywów WordPressa</a>. Motywy umieszczone w katalogu są projektowane i zaprogramowywane przez osoby trzecie i są zgodne z licencją WordPressa. Aha, no i są darmowe!"
"Re-install Now","Zainstaluj ponownie"
"The uploaded file exceeds the upload_max_filesize directive in php.ini.","Rozmiar wysłanego na serwer pliku przekracza wartość dyrektywy upload_max_filesize zdefiniowanej w pliku php.ini."
"The uploaded file exceeds the MAX_FILE_SIZE directive that was specified in the HTML form.","Rozmiar wysłanego na serwer pliku przekracza wartość dyrektywy MAX_FILE_SIZE zdefiniowanej w formularzu HTML."
"If your bookmarks toolbar is hidden: copy the code below, open your Bookmarks manager, create new bookmark, type Press This into the name field and paste the code into the URL field.","Jeśli pasek zakładek jest w Twojej przeglądarce ukryty, skopiuj poniższy kod, otwórz okno zarządzania zakładkami, utwórz nową zakładkę, w pole &#8222;Nazwa&#8221; wpisz &#8222;Press This&#8221;, a następnie wklej skopiowany kod do pola adresu tworzonej zakładki."
"Core Committer","Programista"
"Guest Committer","Programista-gość"
"External Libraries","Zewnętrzne biblioteki"
"Add:","Dodaj:"
"Add Photos","Dodaj zdjęcia"
"Available Tools","Dostępne narzędzia"
"Network Setup","Uruchamianie sieci"
"User Experience Lead","Przewodnicząca ds. <span style=\"font-style: italic\">user experience'u</span>"
"Translators","Tłumacze na języki polski"
"WordPress grows when people like you tell their friends about it, and the thousands of businesses and services that are built on and around WordPress share that fact with their users. We&#8217;re flattered every time someone spreads the good word, just make sure to <a href=\"%s\">check out our trademark guidelines</a> first.","WordPress rozwija się, kiedy ludzie, tacy jak Ty, mówią o nim swoim przyjaciołom, a tysiące firm i dostawców usług, których witryny oparte są na lub zbudowane wokół WordPressa, informują o tym swoich użytkowników. Jest nam bardzo miło za każdym razem, kiedy ktoś wspomina o WordPressie, ale prosimy o zapoznanie się z naszymi <a href=\"%s\">instrukcjami dot. używania nazwy &#8222;WordPress&#8221;</a>."
"Every plugin and theme in WordPress.org&#8217;s directory is 100%s% GPL or a similarly free and compatible license, so you can feel safe finding <a href=\"%s\">plugins</a> and <a href=\"%s\">themes</a> there. If you get a plugin or theme from another source, make sure to <a href=\"%s\">ask them if it&#8217;s GPL</a> first. If they don&#8217;t respect the WordPress license, we don&#8217;t recommend them.","Każda wtyczka i motyw w katalogu WordPress.org są w 100%s% rozpowszechniane na licencji GPL lub zgodnej z nią i dającej podobne wolności, więc możesz spokojnie szukać tam <a href=\"%s\">wtyczek</a> i <a href=\"%s\">motywów</a>. Jeśli zdobędziesz wtyczkę lub motyw z innego źródła, pamiętaj, aby najpierw <a href=\"%s\">zapytać osobę, od której je otrzymujesz, czy są one rozpowszechniane na licencji GPL</a>. Jeśli nie szanują oni licencji WordPressa, nie polecamy ich."
"WordPress is Free and open source software, built by a distributed community of mostly volunteer developers from around the world. WordPress comes with some awesome, worldview-changing rights courtesy of its <a href=\"%s\">license</a>, the GPL.","WordPress jest oprogramowaniem darmowym i o otwartym kodzie źródłowym, tworzonym przez społeczność rozproszoną po całym świecie, składającą się głównie z programistów-wolontariuszy. WordPress jest rozpowszechniany na pewnych fantastycznych, zmieniających pogląd na świat warunkach dzięki swojej <a href=\"%s\">licencji</a> &mdash; GPL:"
"Lead Developer","Główny programista"
"Developer","Programista"
"Extended Core Team","Inne osoby pracujące nad WordPressem"
"Want to see your name in lights on this page? <a href=\"%s\">Get involved in WordPress</a>.","Chcesz zobaczyć swoje nazwisko na tej stronie? <a href=\"%s\">Weź udział w tworzeniu WordPressa</a>."
"Credits","Autorzy"
"Cofounder, Project Lead","Współzałożyciel, zarządca projektu"
"Internationalization","Internacjonalizacja"
"Core Contributors to WordPress %s","Osoby mające wkład w wydanie WordPressa %s"
"Recent Rockstars","Osoby mające szczególnie duży wkład w to wydanie"
"All Comments","Wszystkie komentarze"
"WordPress is created by a <a href=\"%s\">worldwide team</a> of passionate individuals. <a href=\"%s\">Get involved in WordPress</a>.","WordPress jest tworzony przez <a href=\"%s\">rozsiany po całym świecie zespół</a> wolontariuszy. <a href=\"%s\">Weź udział w tworzeniu WordPressa</a>."
"Project Leaders","Zarządcy projektu"
"Designer","Projektant"
"You have the freedom to run the program, for any purpose.","wolnością uruchamiania programu w dowolnym celu,"
"You have access to the source code, the freedom to study how the program works, and the freedom to change it to make it do what you wish.","dostępem do kodu źródłowego programu, wolnością dowiedzenia się, jak program działa i wolnością zmieniania go, aby robił to, co chcesz,"
"You have the freedom to redistribute copies of the original program so you can help your neighbor.","wolnością rozpowszechniania kopii oryginalnego programu, aby możliwa była pomoc innym,"
"You have the freedom to distribute copies of your modified versions to others. By doing this you can give the whole community a chance to benefit from your changes.","wolnością rozpowszechniania zmodyfikowanej przez siebie wersji programu. Robiąc to, dajesz całej społeczności szansę skorzystania z wprowadzonych przez Ciebie zmian."
"You are using an insecure browser!","Używasz przeglądarki posiadającej luki w zabezpieczeniach!"
"Your browser is out of date!","Twoja przeglądarka nie jest aktualna!"
"Don&#8217;t you wish all software came with these freedoms? So do we! For more information, check out the <a href=\"http://www.fsf.org/\">Free Software Foundation</a>.","Czyż nie byłoby fantastycznie, gdyby każde oprogramowanie dostarczało takich swobód? Uważamy, że tak! Aby dowiedzieć się więcej na ten temat, odwiedź witrynę <a href=\"http://www.fsf.org/\">Fundacji Wolnego Oprogramowania</a>."
"Your login has expired. Please open a new browser window and <a href=\"%s\" target=\"_blank\">log in again</a>.","Twoja sesja wygasła. Proszę otworzyć nowe okno przeglądarki i <a href=\"%s\" target=\"_blank\">zalogować się ponownie</a>. "
"Freedoms","Wolności"
"You can use one of these cool headers or show a random one on each page.","Możesz użyć jednego z tych czadowych nagłówków lub włączyć wyświetlanie losowego nagłówka."
"If you don&lsquo;t want to upload your own image, you can use one of these cool headers, or show a random one.","Jeśli nie chcesz wysyłać na serwer swojego własnego obrazka, możesz użyć jednego z poniższych czadowych nagłówków lub włączyć wyświetlanie losowego nagłówka."
"You can choose one of your previously uploaded headers, or show a random one.","Możesz wybrać dowolny nagłówek spośród uprzednio wysłanych na serwer lub wybrać wyświetlanie losowego nagłówka."
"Collapse menu","Zwiń menu"
"Drop-ins are advanced plugins in the <code>%s</code> directory that replace WordPress functionality when present.","&#8222;Zamienniki&#8221; są zaawansowanymi wtyczkami umieszczanymi w katalogu <code>%s</code>, które, jeśli są obecne, całkowicie zastępują WordPressa w określonych działaniach."
"Files in the <code>%s</code> directory are executed automatically.","Pliki umieszczone w katalogu <code>%s</code> są wykonywane automatycznie."
"<strong>Random:</strong> Show a different image on each page.","<strong>Losowy:</strong> Wyświetlaj inny obrazek za każdym wejściem na stronę."
"Uploaded Images","Wysłane obrazki"
"<a href=\"http://codex.wordpress.org/Media_Add_New_Screen\" target=\"_blank\">Documentation on Uploading Media Files</a>","<a href=\"http://codex.wordpress.org/Media_Add_New_Screen\" target=\"_blank\">Dokumentacja dot. wysyłania mediów na serwer</a>"
"<a href=\"http://codex.wordpress.org/Users_Your_Profile_Screen\" target=\"_blank\">Documentation on User Profiles</a>","<a href=\"http://codex.wordpress.org/Users_Your_Profile_Screen\" target=\"_blank\">Dokumentacja dot. profili użytkowników</a>"
