"New password","Nova senha"
"If for any reason this automatic file creation doesn&#8217;t work, don&#8217;t worry. All this does is fill in the database information to a configuration file. You may also simply open <code>wp-config-sample.php</code> in a text editor, fill in your information, and save it as <code>wp-config.php</code>.","Se, por alguma razão, esta geração automatica do ficheiro não funcionar, não se preocupe; a única coisa que este processo faz é escrever a informação da base de dados no ficheiro. Pode sempre editar o ficheiro <code>wp-config-sample.php</code>, adicionar essa informação e guardá-lo com o nome <code>wp-config.php</code>."
"In all likelihood, these items were supplied to you by your Web Host. If you do not have this information, then you will need to contact them before you can continue. If you&#8217;re all ready&hellip;","O mais provável é o seu serviço de alojamento lhe ter fornecido estes dados. Se não os tem, deverá entrar em contacto com o seu serviço de alojamento antes de poder continuar. Se estiver pronto&hellip;"
"Let&#8217;s go!","Vamos a isto!"
"Below you should enter your database connection details. If you&#8217;re not sure about these, contact your host.","Indique os dados de conexão à sua base de dados. Se não tem a certeza, fale com o seu serviço de alojamento."
"Database Name","Nome da base de dados"
"The name of the database you want to run WP in.","O nome da base de dados na qual quer executar o WordPress."
"User Name","Nome de Utilizador"
"username","utilizador"
"Your MySQL username","O seu nome de utilizador no MySQL"
"password","senha"
"&hellip;and your MySQL password.","&hellip;e a sua senha no MySQL."
"Database Host","Servidor da base de dados"
"You should be able to get this info from your web host, if <code>localhost</code> does not work.","Deveria já ter esta informação do seu host, se <code>localhost</code> não funcionar."
"Table Prefix","Prefixo das tabelas"
"If you want to run multiple WordPress installations in a single database, change this.","Se pretender instalar vários sites WordPress numa única base de dados, altere este valor."
"Sorry, but I can&#8217;t write the <code>wp-config.php</code> file.","Não foi possível escrever o ficheiro <code>wp-config.php</code>."
"You can create the <code>wp-config.php</code> manually and paste the following text into it.","Pode criar o ficheiro <code>wp-config.php</code> manualmente e inserir o seguinte conteúdo"
"After you&#8217;ve done that, click &#8220;Run the install.&#8221;","Depois de ter feito isso, clique em &#8220;Instalar.&#8221;"
"Run the install","Instalar"
"All right sparky! You&#8217;ve made it through this part of the installation. WordPress can now communicate with your database. If you are ready, time now to&hellip;","Muito bem! Já passou esta parte da instalação. O WordPress já consegue comunicar com a sua base de dados. Se estiver pronto, está na altura de&hellip;"
"You do not have sufficient permissions to edit templates for this site.","Não tem permissões suficientes para editar templates neste site."
"Edit Themes","Editar Temas"
"You can use the Theme Editor to edit the individual CSS and PHP files which make up your theme.","Pode usar o Editor de Temas para editar os ficheiros individuais CSS e PHP que fazem parte do seu tema."
"Begin by choosing a theme to edit from the dropdown menu and clicking Select. A list then appears of all the template files. Clicking once on any file name causes the file to appear in the large Editor box.","Comece por seleccionar no menu um tema para editar e clique em Seleccionar. Aparecerá uma lista com todos os ficheiros de modelo. Clicar uma vez sobre o nome de qualquer ficheiro fará com que o ficheiro apareça na caixa Editor."
"For PHP files, you can use the Documentation dropdown to select from functions recognized in that file. Lookup takes you to a web page with reference material about that particular function.","Para ficheiros PHP, pode usar o menu Documentação para seleccionar funções reconhecidas naquele ficheiro. A opção Verificar abrirá uma página web com material de referência sobre aquela função em particular."
"After typing in your edits, click Update File.","Depois de finalizar a sua edição, carregue em \"Actualizar ficheiro\""
"<strong>Advice:</strong> think very carefully about your site crashing if you are live-editing the theme currently in use.","<strong>Conselho:</strong> pense bem se o seu site poderá ir abaixo caso esteja a editar directamente o tema em uso."
"Upgrading to a newer version of the same theme will override changes made here. To avoid this, consider creating a <a href=\"http://codex.wordpress.org/Child_Themes\" target=\"_blank\">child theme</a> instead.","Ao actualizar para uma versão mais recente do mesmo tema, irá substituir as alterações feitas aqui. Para evitá-lo, considere criar um <a href=\"http://codex.wordpress.org/Child_Themes\" target=\"_blank\">tema filho</a> em alternativa."
"<a href=\"http://codex.wordpress.org/Theme_Development\" target=\"_blank\">Documentation on Theme Development</a>","<a href=\"http://codex.wordpress.org/Theme_Development\" target=\"_blank\">Documentação sobre o desenvolvimento de temas</a>"
"<a href=\"http://codex.wordpress.org/Using_Themes\" target=\"_blank\">Documentation on Using Themes</a>","<a href=\"http://codex.wordpress.org/Using_Themes\" target=\"_blank\">Documentação sobre a utilização de temas</a>"
"<a href=\"http://codex.wordpress.org/Editing_Files\" target=\"_blank\">Documentation on Editing Files</a>","<a href=\"http://codex.wordpress.org/Editing_Files\" target=\"_blank\">Documentação sobre edição de ficheiros</a>"
"<a href=\"http://codex.wordpress.org/Template_Tags\" target=\"_blank\">Documentation on Template Tags</a>","<a href=\"http://codex.wordpress.org/Template_Tags\" target=\"_blank\">Documentação sobre etiquetas do tema</a>"
"The requested theme does not exist.","O tema solicitado não existe."
"Function Name...","Nome da Função..."
"Select theme to edit:","Seleccione tema a editar:"
"This theme is broken.","Este tema está incompleto."
"This child theme inherits templates from a parent theme, %s.","Este tema filho herda templates do tema pai %s."
"Oops, no such file exists! Double check the name and try again, merci.","Ups, não existe tal ficheiro! Verifique o nome e tente de novo."
"This is a file in your current parent theme.","Este é um ficheiro no seu tema pai actual."
"You do not have sufficient permissions to install themes on this site.","Não tem permissões suficientes para instalar temas neste site."
"Install Themes","Instalar Temas"
"You can find additional themes for your site by using the Theme Browser/Installer on this screen, which will display themes from the <a href=\"%s\" target=\"_blank\">WordPress.org Theme Directory</a>. These themes are designed and developed by third parties, are available free of charge, and are compatible with the license WordPress uses.","Pode encontrar temas adicionais para o seu site usando o navegador/instalador de temas nesta página, o que irá exibir os temas do <a href=\"%s\" target=\"_blank\">repositório de temas do WordPress.org</a>. Esses temas foram desenhados e desenvolvidos por terceiros, estão disponíveis gratuitamente e são compatíveis com a licença que o WordPress usa."
"You can Search for themes by keyword, author, or tag, or can get more specific and search by criteria listed in the feature filter. Alternately, you can browse the themes that are Featured, Newest, or Recently Updated. When you find a theme you like, you can preview it or install it.","Pode pesquisar temas por palavra-chava, autor ou etiqueta, ou pode ser ainda mais específico e pesquisar recorrendo aos critérios listados no filtro de funcionalidades. Pode também navegar pelos temas em destaque, mais recentes ou actualizados recentemente. Quando encontrar um tema de que goste, pode pré-visualizá-lo ou instalá-lo."
"You can Upload a theme manually if you have already downloaded its ZIP archive onto your computer (make sure it is from a trusted and original source). You can also do it the old-fashioned way and copy a downloaded theme&#8217;s folder via FTP into your <code>/wp-content/themes</code> directory.","Pode carregar um tema manualmente, se já guardou o ficheiro ZIP no seu computador (certifique-se que foi a partir de uma fonte confiável e original). Pode também fazê-lo à maneira antiga e copiar, via FTP, a pasta do tema descarregado para a sua directoria <code>/wp-content/themes</code>."
"Once you have generated a list of themes, you can preview and install any of them. Click on the thumbnail of the theme you&#8217;re interested in previewing. It will open up in a full-screen Preview page to give you a better idea of how that theme will look.","Uma vez criada uma lista de temas, pode pré-visualizar ou instalar qualquer um deles. Ao clicar na miniatura do tema que lhe interessa, irá abrir uma página de pré-visualização que lhe dará uma ideia do aspecto desse tema aplicado ao seu site."
"To install the theme so you can preview it with your site&#8217;s content and customize its theme options, click the \"Install\" button at the top of the left-hand pane. The theme files will be downloaded to your website automatically. When this is complete, the theme is now available for activation, which you can do by clicking the \"Activate\" link, or by navigating to your Manage Themes screen and clicking the \"Live Preview\" link under any installed theme&#8217;s thumbnail image.","Para instalar o tema por forma a obter uma pré-visualização com o conteúdo do seu site e personalizar as opções do tema, clique no botão \"Instalar\" no topo do painel da esquerda. Os ficheiros do tema serão automaticamente descarregados para o seu site. Após essa operação, o tema fica disponível para activação, o que pode ser realizado clicando na ligação \"Activar\", ou navegando até ao ecrã Gerir Temas e clicando na ligação \"Pré-visualização\" por baixo da miniatura de qualquer tema instalado."
"Previewing and Installing","Pré-visualização e instalação"
"<a href=\"http://codex.wordpress.org/Using_Themes#Adding_New_Themes\" target=\"_blank\">Documentation on Adding New Themes</a>","<a href=\"http://codex.wordpress.org/Using_Themes#Adding_New_Themes\" target=\"_blank\">Documentação sobre como adicionar novos temas</a>"
"Manage Themes","Gerir Temas"
"Aside from the default theme included with your WordPress installation, themes are designed and developed by third parties.","Com a excepção do tema por omissão incluído na sua instalação do WordPress, todos os temas são desenhados e desenvolvidos por terceiros."
"You can see your active theme at the top of the screen. Below are the other themes you have installed that are not currently in use. You can see what your site would look like with one of these themes by clicking the Live Preview link (see \"Previewing and Customizing\" help tab). To change themes, click the Activate link.","Pode ver o seu tema activo no topo do ecrã. Por baixo tem os outros temas que instalou mas que não estão de momento a ser utilizados. Se clicar no link de \"Pré-visualização\" consegue ver como o seu site ficaria com um desses temas (consulte a secção \"Pré-visualização e personalização\" no separador Ajuda). Para alterar o tema, clique no link Activar."
"Installing themes on Multisite can only be done from the Network Admin section.","A instalação de temas em configurações multisite só pode ser feita na secção de administração de rede."
"If you would like to see more themes to choose from, click on the &#8220;Install Themes&#8221; tab and you will be able to browse or search for additional themes from the <a href=\"%s\" target=\"_blank\">WordPress.org Theme Directory</a>. Themes in the WordPress.org Theme Directory are designed and developed by third parties, and are compatible with the license WordPress uses. Oh, and they&#8217;re free!","Se pretende ver mais temas dispon&#237;veis, escolha o separador &#8220;Instalar temas&#8221; e poder&#225; navegar ou procurar temas adicionais no <a href=\"%s\" target=\"_blank\">WordPress.org Theme Directory</a>. Os temas no WordPress.org Theme Directory s&#227;o desenhados e desenvolvidos por terceiros, e s&#227;o compat&#237;veis com a licen&#231;a do WordPress. Ah, e s&#227;o gr&#225;tis!"
"Adding Themes","Adcionar temas"
"Click on the \"Live Preview\" link under any theme to preview that theme and change theme options in a separate, full-screen view. Any installed theme can be previewed and customized in this way.","Clique no link de \"Pré-visualização\" abaixo de qualquer tema para pré-visualizar esse tema e modificar as respectivas opções numa página separada, em janela inteira. Qualquer tema instalado pode ser pré-visualizado e personalizado desta maneira."
"The theme being previewed is fully interactive &mdash; navigate to different pages to see how the theme handles posts, archives, and other page templates.","O tema em pré-visualização é completamente interactivo &mdash; visite diferentes páginas para ver como é que o tema trata artigos, arquivo e outros modelos de páginas."
"In the left-hand pane you can edit the theme settings. The settings will differ, depending on what theme features the theme being previewed supports. To accept the new settings and activate the theme all in one step, click the \"Save &amp; Activate\" button at the top of the left-hand pane.","Pode editar as opções do tema no painel da esquerda. As opções irão variar consoante as funcionalidade suportadas pelo tema que se está a pré-visualizar. Para aceitar as novas configurações e activar o tema num só passo, clique no botão \"Guardar &amp; Activar\" no topo do painel da esquerda."
"When previewing on smaller monitors, you can use the \"Collapse\" icon at the bottom of the left-hand pane. This will hide the pane, giving you more room to preview your site in the new theme. To bring the pane back, click on the Collapse icon again.","Ao pré-visualizar em monitores de menor resolução, pode user o ícone de \"Minimizar\", no final do painel de personalização. Esse ícone esconde o painel, dando-lhe mais espaço para pré-visualizar o seu site com o novo tema. Para voltar a ver o painel, clique novamente no ícone."
"Previewing and Customizing","Pré-visualização e personalização"
"The active theme is broken. Reverting to the default theme.","O tema activo não está funcional. A reverter para o tema por omissão."
"Settings saved and theme activated. <a href=\"%s\">Visit site</a>","Opções guardadas e tema activado. <a href=\"%s\">Ver o site</a>."
"New theme activated. <a href=\"%s\">Visit site</a>","Novo tema activado. <a href=\"%s\">Ver o site</a>"
"Theme deleted.","Tema eliminado."
"Current theme preview","Pré-visualização do tema actual"
"Current Theme","Tema actual"
"Options:","Opções:"
"Available Themes","Temas disponíveis"
"Search Installed Themes","Pesquisar temas instalados"
"Theme filters","Filtros de tema"
"Apply Filters","Aplicar filtros"
"Close filters","Fechar filtros"
"Broken Themes","Temas Indisponíveis"
"The following themes are installed but incomplete. Themes must have a stylesheet and a template.","Os temas seguintes estão instalados mas incompletos. Os temas devem ter uma folha de estilos e um modelo."
"Categories have hierarchy, meaning that you can nest sub-categories. Tags do not have hierarchy and cannot be nested. Sometimes people start out using one on their posts, then later realize that the other would work better for their content.","As categorias têm hierarquias, ou seja pode criar sub-categorias. As etiquetas não têm hierarquias e portanto não pode criar sub-etiquetas. Há quem comece a usar umas ou outras nos seus artigos, para constatar mais tarde que a outra opção era melhor para o seu conteúdo."
"The Categories and Tags Converter link on this screen will take you to the Import screen, where that Converter is one of the plugins you can install. Once that plugin is installed, the Activate Plugin &amp; Run Importer link will take you to a screen where you can choose to convert tags into categories or vice versa.","O link de conversão de categorias e etiquetas nesta página, irá abrir a página de importação, onde esse conversor é um dos plugins que pode instalar. Uma vez instalado, o link de activação irá abrir a página onde poderá escolher converter etiquetas em categorias ou vice-versa."
"<a href=\"http://codex.wordpress.org/Tools_Screen\" target=\"_blank\">Documentation on Tools</a>","<a href=\"http://codex.wordpress.org/Tools_Screen\" target=\"_blank\">Documentação sobre ferramentas</a>"
"If you want to convert your categories to tags (or vice versa), use the <a href=\"%s\">Categories and Tags Converter</a> available from the Import screen.","Se pretende converter as suas categorias em etiquetas (ou vice versa), use o <a href=\"%s\">conversor de categorias e etiquetas</a>, disponível na página de importações."
"You do not have sufficient permissions to update this site.","Não tem permissões suficientes para actualizar este site."
"You are using a development version of WordPress. You can update to the latest nightly build automatically or download the nightly build and install it manually:","Está a usar uma versão de desenvolvimento do WordPress. Pode actualizá-la para o <em>nightly build</em> mais recente automaticamente ou descarregar o mesmo e instalá-lo manualmente:"
"Download nightly build","Download do <em>nightly build</em>"
"You have the latest version of WordPress. You do not need to update. However, if you want to re-install version %s, you can do so automatically or download the package and re-install manually:","Está instalada a versão mais recente do WordPress. Não precisa de actualizá-la. No entanto, se quer reinstalar a versão %s, pode fazê-lo automaticamente ou fazer o download do pacote e reinstalá-lo manualmente:"
"Re-install Now","Reinstalar agora"
"You cannot update because <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> requires PHP version %s or higher and MySQL version %s or higher. You are running PHP version %s and MySQL version %s.","Não pode actualizar porque o <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> exige PHP na versão %s ou superior e MySQL na versão %s ou superior. Está usar PHP na versão %s e MySQL na versão %s. "
"You cannot update because <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> requires PHP version %s or higher. You are running version %s.","Não pode actualizar porque o <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> exige PHP na versão %s ou superior. Está usar a versão %s."
"You cannot update because <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> requires MySQL version %s or higher. You are running version %s.","Não pode actualizar porque o <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> exige MySQL na versão %s ou superior. Está usar a versão %s."
"You can update to <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> automatically or download the package and install it manually:","Pode actualizar para <a href=\"http://codex.wordpress.org/Version_%s\">WordPress %s</a> automaticamente ou descarregar o pacote e instalá-lo manualmente:"
"Download %s","Download de %s"
"Hide this update","Esconder esta actualização"
"Bring back this update","Recuperar esta actualização."
"This localized version contains both the translation and various other localization fixes. You can skip upgrading if you want to keep your current translation.","Esta versão localizada inclui tanto as traduções como várias outras correcções à localização. Pode prescindir da actualização se quiser manter as traduções actuais."
"You are about to install WordPress %s <strong>in English (US).</strong> There is a chance this update will break your translation. You may prefer to wait for the localized version to be released.","Está prestes a instalar o WordPres %s <strong>em Inglês (EUA)</strong>. Existe a possibilidade de esta actualização alterar a sua tradução. Pode preferir esperar pelo lançamento da versão traduzida."
"Show hidden updates","Mostrar actualizações escondidas"
"Hide hidden updates","Esconder actualizações escondidas"
"You have the latest version of WordPress.","O WordPress está na versão mais recente."
"<strong>Important:</strong> before updating, please <a href=\"http://codex.wordpress.org/WordPress_Backups\">back up your database and files</a>. For help with updates, visit the <a href=\"http://codex.wordpress.org/Updating_WordPress\">Updating WordPress</a> Codex page.","<strong> Importante:</strong> antes de actualizar, por favor <a href=\"http://codex.wordpress.org/WordPress_Backups\"> faça uma cópia de segurança dos seus ficheiros e base de dados</a>. Para mais ajuda com as actualizações, visite a página do Codex sobre <a href=\"http://codex.wordpress.org/Updating_WordPress\">actualização WordPress </a>."
"An updated version of WordPress is available.","Está disponível uma versão mais recente do WordPress."
"While your site is being updated, it will be in maintenance mode. As soon as your updates are complete, your site will return to normal.","Enquanto o seu site estiver a ser actualizado, estará em modo de manutenção. Assim que as actualizações estiverem completas, o seu site regressará ao normal."
"<a href=\"%s\">Learn more about WordPress %s</a>.","<a href=\"%s\">Saiba mais sobre o WordPress %s</a>."
"Your plugins are all up to date.","Os seus plugins estão todos actualizados."
"The following plugins have new versions available. Check the ones you want to update and then click &#8220;Update Plugins&#8221;.","Os seguintes plugins têm novas versões disponíveis. Seleccione os que deseja actualizar e clique em &#8220;Actualizar plugins&#8221;."
"Compatibility with WordPress %s: 100%s% (according to its author)","Compatibilidade com o WordPress %s: 100%s% (segundo o autor)"
"Compatibility with WordPress %s: %s2$d%s% (%s3$d \"works\" votes out of %s4$d total)","Compatibilidade com WordPress %s: %s2$d%s% (%s3$d votos de \"funciona\" em %s4$d no total)"
"Compatibility with WordPress %s: Unknown","Compatibilidade com WordPress %s: Desconhecida"
"View version %s details","Detalhes da versão %s"
"You have version %s installed. Update to %s.","Você tem a versão %s instalada. Actualize para a versão %s."
"Your themes are all up to date.","Os seus temas estão todos actualizados."
"The following themes have new versions available. Check the ones you want to update and then click &#8220;Update Themes&#8221;.","Existem novas versões dos seguintes temas. Seleccione os que quer actualizar e clique em &#8220;Actualizar temas&#8221;."
"<strong>Please Note:</strong> Any customizations you have made to theme files will be lost. Please consider using <a href=\"%s\">child themes</a> for modifications.","<strong> Tome nota:</strong> Todas as personalizações que fez nos arquivos do tema serão perdidas. Por favor considere usar <a href=\"%s\">child themes</a> para modificações."
"Update Themes","Actualizar temas"
"Update WordPress","Actualizar o WordPress"
"Installation Failed","A Instalação Falhou"
"WordPress Updates","Actualizações Wordpress"
"This screen lets you update to the latest version of WordPress as well as update your themes and plugins from the WordPress.org repository. When updates are available, the number of available updates will appear in a bubble on the left hand menu as a notification.","Esta página permite-lhe actualizar o seu WordPress para a a versão mais recente, assim como os seus plugins e temas. Quando existem actualizações, o número de actualizações disponíveis também aparece como notificação no menu lateral esquerdo."
"It is very important to keep your WordPress installation up to date for security reasons, so when you see a number appear, make sure you take the time to update, which is an easy process.","É muito importante que mantenha actualizada a sua instalação do WordPress por razões de segurança. Assim, quando vir um número aparecer, dê-se ao trabalho de actualizar, que é um processo simples."
"How to Update","Como actualizar"
"Updating your WordPress installation is a simple one-click procedure; just click on the Update button when it says a new version is available.","Actualizar o Wordpress é simples, basta clicar no botão Actualizar, quando uma nova versão estiver disponível."
"To update themes or plugins from this screen, use the checkboxes to make your selection and click on the appropriate Update button. Check the box at the top of the Themes or Plugins section to select all and update them all at once.","Para actualizar temas e plugins a partir desta página, use as caixas para fazer a sua selecção e clique no botão Actualizar adequado. Marque a caixa na parte superior da secção de Temas ou Plugins para os selecionar todos e actualizar todos de uma só vez."
"<a href=\"http://codex.wordpress.org/Dashboard_Updates_Screen\" target=\"_blank\">Documentation on Updating WordPress</a>","<a href=\"http://codex.wordpress.org/Dashboard_Updates_Screen\" target=\"_blank\">Documentação sobre a actualização do WordPress</a>"
"Please select one or more themes to update.","Por favor seleccione um ou mais temas a actualizar."
"Please select one or more plugins to update.","Por favor seleccione um ou mais plugins a actualizar."
"Last checked on %s at %s.","Última verificação em %s às %s."
"Check Again","Verificar de novo"
"You do not have sufficient permissions to update plugins for this site.","Não tem permissões suficientes para actualizar os plugins deste site"
"Plugin Reactivation","Reactivação de Plugins"
"Plugin reactivated successfully.","Plugin reactivado com sucesso"
"Plugin failed to reactivate due to a fatal error.","Não foi possível reactivar o plugin porque este gerou um erro fatal."
"Installing Plugin: %s","A Instalar Plugin: %s"
"Upload Plugin","Carregar plugin"
"Installing Plugin from uploaded file: %s","A instalar Plugin a partir do ficheiro: %s"
"You do not have sufficient permissions to update themes for this site.","Não tem permissões suficientes para actualizar temas neste site."
"Installing Theme: %s","A Instalar o Tema: %s"
"Upload Theme","Carregar tema"
"Installing Theme from uploaded file: %s","A instalar tema a partir do ficheiro: %s"
"WordPress &rsaquo; Update","WordPress &rsaquo; Actualização"
"No Update Required","Nenhuma actualização necessária"
"Your WordPress database is already up-to-date!","A sua base de dados do WordPress já está actualizada!"
"Database Update Required","É necessária uma actualização da base de dados "
"WordPress has been updated! Before we send you on your way, we have to update your database to the newest version.","O WordPress foi actualizado! Antes de seguir caminho é preciso actualizar a base de dados para a nova versão."
"The update process may take a little while, so please be patient.","O processo de actualização poderá demorar algum tempo, por favor seja paciente."
"Update WordPress Database","Actualizar a base de dados do WordPress"
"Update Complete","Actualização completa"
"Your WordPress database has been successfully updated!","A sua base de dados do WordPress foi actualizada com êxito!"
"%s queries","%s consultas"
"%s seconds","%s segundos"
"You are not allowed to scan for lost attachments.","Não pode pesquisar anexos perdidos."
"You are not allowed to move this post to the trash.","Não pode mover este artigo para o lixo."
"Error in moving to trash...","Erro ao mover para o lixo..."
"You are not allowed to move this post out of the trash.","Não pode retirar este artigo do lixo."
"Error in restoring from trash...","Erro ao retirar do lixo..."
"You are not allowed to delete this post.","Não pode eliminar este artigo."
"Media items","Items multimédia"
"All the files you&#8217;ve uploaded are listed in the Media Library, with the most recent uploads listed first. You can use the Screen Options tab to customize the display of this screen.","Todos os ficheiros carregados por si estão listados na biblioteca multimédia, com os uploads mais recentes listados em primeiro lugar. Pode usar o separador Opções deste ecrã para personalizar a exibição desta página."
"You can narrow the list by file type/status using the text link filters at the top of the screen. You also can refine the list by date using the dropdown menu above the media table.","Pode limitar a lista por tipo de ficheiro/estado utilizando os links de filtros no topo da página. Pode também refinar a lista por data, usando o menu acima da tabela de multimédia."
"Hovering over a row reveals action links: Edit, Delete Permanently, and View. Clicking Edit or on the media file&#8217;s name displays a simple screen to edit that individual file&#8217;s metadata. Clicking Delete Permanently will delete the file from the media library (as well as from any posts to which it is currently attached). View will take you to the display page for that file.","Pairar por cima de uma linha revela as acções possíveis: Editar, Apagar Definitivamente e Ver. Clicar em Editar ou no nome do ficheiro, leva a uma página onde pode editar as informações desse mesmo ficheiro. Clicar em Eliminar Definitivamente irá apagar o ficheiro da biblioteca multimédia bem como de qualquer artigo ao qual esteja associado. Ver, leva à página do próprio ficheiro."
"Attaching Files","Anexar ficheiros"
"If a media file has not been attached to any post, you will see that in the Attached To column, and can click on Attach File to launch a small popup that will allow you to search for a post and attach the file.","Se um ficheiro não estiver anexado a qualquer artigo, verá isso na coluna Anexado a. Pode clicar em Anexar para abrir um pequeno popup que lhe permitirá procurar o artigo ao qual deseja anexar esse ficheiro."
"<a href=\"http://codex.wordpress.org/Media_Library_Screen\" target=\"_blank\">Documentation on Media Library</a>","<a href=\"http://codex.wordpress.org/Media_Library_Screen\" target=\"_blank\"> Documentação sobre a biblioteca multimédia </a>"
"Reattached %d attachment.","%d anexo re-anexado"
"Reattached %d attachments.","%d anexos re-anexados"
"Media attachment permanently deleted.","Anexo apagado permanentemente."
"%d media attachments permanently deleted.","%d anexos apagados permanentemente."
"Media attachment moved to the trash.","Anexo multimédia movido para o lixo."
"%d media attachments moved to the trash.","%d anexos multimédia movidos para o lixo."
"Media attachment restored from the trash.","Anexo multimédia restaurado do lixo."
"%d media attachments restored from the trash.","%d anexos multimédia restaurados do lixo."
"Media permanently deleted.","Multimédia eliminado definitivamente."
"Error saving media attachment.","Erro ao salvar o anexo multimédia."
"Media moved to the trash.","Multimédia movido para o lixo."
"Media restored from the trash.","Multimédia restaurado do lixo."
"Edit User","Editar Utilizador"
"Your profile contains information about you (your &#8220;account&#8221;) as well as some personal options related to using WordPress.","O seu perfil contém informações sobre si (a sua &#8220;conta&#8221;), bem como algumas opções pessoais relacionadas com a utilização do WordPress."
"You can change your password, turn on keyboard shortcuts, change the color scheme of your WordPress administration screens, and turn off the WYSIWYG (Visual) editor, among other things. You can hide the Toolbar (formerly called the Admin Bar) from the front end of your site, however it cannot be disabled on the admin screens.","Pode mudar a sua senha, ligar os atalhos de teclado, mudar o esquema de cores do seu painel de administração e desligar o modo WYSIWYG do editor de artigos, entre outros. Pode esconder a barra de ferramentas (que antes se chamava barra de administração) na parte da frente do seu site, mas ela não pode ser escondida nas páginas de administração."
"Your username cannot be changed, but you can use other fields to enter your real name or a nickname, and change which name to display on your posts.","Não pode alterar o seu nome de utilizador, mas poderá usar outros campos para inserir o seu nome real ou alcunha e alterar o nome exibido nas suas publicações."
"Required fields are indicated; the rest are optional. Profile information will only be displayed if your theme is set up to do so.","Os campos obrigatórios são indicados, o resto é opcional. As informações de perfil só serão exibidas caso o seu tema seja criado para esse fim."
"Remember to click the Update Profile button when you are finished.","Não se esqueça de clicar no botão Actualizar perfil quando terminar."
"<a href=\"http://codex.wordpress.org/Users_Your_Profile_Screen\" target=\"_blank\">Documentation on User Profiles</a>","<a href=\"http://codex.wordpress.org/Users_Your_Profile_Screen\" target=\"_blank\">Documentação sobre perfis de utilizador</a>"
"Use https","Usar https"
"Always use https when visiting the admin","Usar sempre https no painel"
"You do not have permission to edit this user.","Não tem permissões para editar este utilizador."
"Important:","Importante:"
"This user has super admin privileges.","Este utilizador tem permissões de super administrador."
"Profile updated.","Perfil actualizado"
"User updated.","Utilizador actualizado."
"&larr; Back to Users","&larr; Voltar a Utilizadores"
"Add Existing","Adicionar existente"
"Personal Options","Opções pessoais"
"Visual Editor","Editor visual"
"Disable the visual editor when writing","Não utilizar o editor visual ao escrever"
"Keyboard Shortcuts","Atalhos de teclado"
"Enable keyboard shortcuts for comment moderation.","Ligar atalhos de teclado para a moderação de comentários."
"<a href=\"http://codex.wordpress.org/Keyboard_Shortcuts\" target=\"_blank\">More information</a>","<a href=\"http://codex.wordpress.org/Keyboard_Shortcuts\" target=\"_blank\">Mais informações</a>"
"Show Toolbar when viewing site","Mostrar a barra de ferramentas ao visualizar o site"
"Usernames cannot be changed.","Os nomes de utilizador não podem ser alterados."
"&mdash; No role for this site &mdash;","&mdash; Nenhuma função para este site &mdash;"
"Grant this user super admin privileges for the Network.","Atribuir a este utilizador permissões de super administrador na Rede."
"Super admin privileges cannot be removed because this user has the network admin email.","Os privilégios de super admin não podem ser revogados porque o utilizador tem o email de admin."
"First Name","Nome"
"Last Name","Apelido"
"Nickname","Alcunha"
"Display name publicly as","Exibir o nome publicamente como:"
"Contact Info","Informações de contacto"
"There is a pending change of your e-mail to <code>%s</code>. <a href=\"%s\">Cancel</a>","Existe uma modificação pendente do email do administrador para <code>%s</code>. <a href=\"%s\">Cancelar</a>"
"About Yourself","Sobre si"
"About the user","Sobre o utilizador"
"Biographical Info","Informação biográfica"
"Share a little biographical information to fill out your profile. This may be shown publicly.","Partilhe algumas informações biográficas para preencher o seu perfil. Estas informações poderão ser tornadas públicas."
"New Password","Nova senha:"
"If you would like to change the password type a new one. Otherwise leave this blank.","Se quer mudar a sua senha, introduza-a aqui. Se não, deixe isto em branco."
"Type your new password again.","Introduza a senha outra vez"
"Additional Capabilities","Funcionalidades adicionais:"
"Update Profile","Actualizar perfil"
"Update User","Actualizar utilizador"
"Hi,\nYou've been invited to join '%s' at\n%s with the role of %s.\nIf you do not want to join this site please ignore\nthis email. This invitation will expire in a few days.\n\nPlease click the following link to activate your user account:\n%s%s","Olá,\nFoi convidado a juntar-se a '%s' em\n%s com o perfil de %s.\nSe não se quer juntar a este site, por favor ignore\nesta mensagem. Este convite expira dentro de alguns dias.\n\nPor favor clique no link abaixo para activar a sua conta:\n%s%s"
"[%s] Your site invite","[%s] O seu convite para o site"
"Hi,\n\nYou've been invited to join '%s' at\n%s with the role of %s.\n\nPlease click the following link to confirm the invite:\n%s","Olá,\n\nFoi convidado a juntar-se a '%s' em\n%s com o perfil de %s.\n\nPor favor clique no link abaixo para aceitar o convite:\n%s"
"[%s] Joining confirmation","[%s] Confirmação de registo"
"To add a new user to your site, fill in the form on this screen and click the Add New User button at the bottom.","Para adicionar um novo utilizador ao seu site, preencha o formulário nesta página e clique em Adicionar novo utilizador."
